Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
2908,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
2909,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2910,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2911,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2912,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2913,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2914,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2915,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2916,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2917,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2918,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2919,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2920,Forest,Built-up,Forest,Non_Water,Non_Wetland,Cropland
2921,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2922,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2923,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2924,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2925,Forest,Water,NULL,NULL,Non_Wetland,Water
2926,Forest,Water,NULL,NULL,Non_Wetland,Forest
2927,Forest,Water,NULL,Water,Non_Wetland,Wetland
2928,Forest,Water,NULL,Water,Non_Wetland,Water
2929,Forest,Water,NULL,Water,Non_Wetland,Forest
2930,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2931,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2932,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2933,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2934,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2935,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2936,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2937,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2938,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2939,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2940,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2941,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2942,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2943,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2944,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2945,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2946,Forest,Water,Shrubland,Water,Non_Wetland,Water
2947,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2948,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2949,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2950,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2951,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2952,Forest,Water,Grassland,NULL,Non_Wetland,Built-up
2953,Forest,Water,Grassland,NULL,Non_Wetland,Water
2954,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2955,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2956,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
2957,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2958,Forest,Water,Grassland,Water,Non_Wetland,Wetland
2959,Forest,Water,Grassland,Water,Non_Wetland,Water
2960,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2961,Forest,Water,Wetland,NULL,Wetland,Grassland
2962,Forest,Water,Wetland,NULL,Wetland,Wetland
2963,Forest,Water,Wetland,NULL,Wetland,Water
2964,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2965,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2966,Forest,Water,Wetland,Non_Water,Wetland,Water
2967,Forest,Water,Wetland,Water,Wetland,Grassland
2968,Forest,Water,Wetland,Water,Wetland,Wetland
2969,Forest,Water,Wetland,Water,Wetland,Bareland
2970,Forest,Water,Wetland,Water,Wetland,Water
2971,Forest,Water,Wetland,Water,Wetland,Forest
2972,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2973,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2974,Forest,Water,Bareland,NULL,Non_Wetland,Water
2975,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2976,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2977,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2978,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2979,Forest,Water,Water,NULL,Water,Grassland
2980,Forest,Water,Water,NULL,Water,Cropland
2981,Forest,Water,Water,NULL,Water,Wetland
2982,Forest,Water,Water,NULL,Water,Bareland
2983,Forest,Water,Water,NULL,Water,Water
2984,Forest,Water,Water,NULL,Water,Forest
2985,Forest,Water,Water,Non_Water,Water,Wetland
2986,Forest,Water,Water,Non_Water,Water,Bareland
2987,Forest,Water,Water,Non_Water,Water,Water
2988,Forest,Water,Water,Non_Water,Water,Forest
2989,Forest,Water,Water,Water,Water,Grassland
2990,Forest,Water,Water,Water,Water,Wetland
2991,Forest,Water,Water,Water,Water,Bareland
2992,Forest,Water,Water,Water,Water,Water
2993,Forest,Water,Water,Water,Water,Forest
2994,Forest,Water,Forest,NULL,Non_Wetland,NULL
2995,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2996,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2997,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2998,Forest,Water,Forest,NULL,Non_Wetland,Water
2999,Forest,Water,Forest,NULL,Non_Wetland,Forest
3000,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
3001,Forest,Water,Forest,Water,Non_Wetland,Grassland
3002,Forest,Water,Forest,Water,Non_Wetland,Wetland
3003,Forest,Water,Forest,Water,Non_Wetland,Water
3004,Forest,Water,Forest,Water,Non_Wetland,Forest
3005,Forest,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
3006,Forest,Forest,NULL,NULL,Non_Wetland,Forest
3007,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
3008,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
3009,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
3010,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
3011,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
3012,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
3013,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
3014,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
3015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
3017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3018,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
3019,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
3020,Forest,Forest,Shrubland,Water,Non_Wetland,Water
3021,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
3022,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
3023,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
3024,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
3025,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
3026,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
3027,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
3028,Forest,Forest,Grassland,NULL,Non_Wetland,Water
3029,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
3030,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
3031,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
3032,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
3033,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
3034,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
3035,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
3036,Forest,Forest,Wetland,NULL,Wetland,Wetland
3037,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
3038,Forest,Forest,Wetland,Water,Wetland,Wetland
3039,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
3040,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
3041,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
3042,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
3043,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
3044,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
3045,Forest,Forest,Water,NULL,NULL,Permanent_ice_and_snow
3046,Forest,Forest,Water,NULL,Water,Grassland
3047,Forest,Forest,Water,NULL,Water,Water
3048,Forest,Forest,Water,NULL,Water,Forest
3049,Forest,Forest,Water,Water,Water,Wetland
3050,Forest,Forest,Water,Water,Water,Forest
3051,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
3052,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
3053,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
3054,Forest,Forest,Forest,NULL,Non_Wetland,NULL
3055,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
3056,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
3057,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
3058,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
3059,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
3060,Forest,Forest,Forest,NULL,Non_Wetland,Water
3061,Forest,Forest,Forest,NULL,Non_Wetland,Forest
3062,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
3063,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
3064,Forest,Forest,Forest,Water,Non_Wetland,Grassland
3065,Forest,Forest,Forest,Water,Non_Wetland,Cropland
3066,Forest,Forest,Forest,Water,Non_Wetland,Forest
