Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
2959,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2960,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2961,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2962,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2963,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2964,Forest,Forest,Forest,Water,Non_Wetland,NULL
2965,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2966,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2967,Forest,Forest,Forest,Water,Non_Wetland,Water
2968,Forest,Forest,Forest,Water,Non_Wetland,Forest
