Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
8025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8026,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8027,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8028,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
8029,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8030,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8032,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8033,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8034,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8035,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
8037,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8038,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8039,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8040,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8041,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
8042,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8043,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
8044,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8045,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8046,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8047,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
8048,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8049,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8050,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8051,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8052,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8053,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8054,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8055,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8056,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8057,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8058,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8059,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8060,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8061,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8062,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8063,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8064,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8065,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8066,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8067,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8068,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
8069,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8070,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
8071,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
8072,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8073,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
8074,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
8075,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8076,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8077,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Forest
8078,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8079,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8080,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8081,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8082,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
8083,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
8084,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
8085,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8086,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
8087,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8088,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8089,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8090,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8091,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8092,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8093,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
8094,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
8095,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8096,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8097,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8098,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8099,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8100,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8101,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8102,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8103,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8104,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8105,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8106,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8107,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8108,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8109,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8110,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8111,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8112,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8113,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8114,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8115,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8116,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8117,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8118,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8119,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8120,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8121,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8122,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8123,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8124,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8125,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8126,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
8127,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8128,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
8129,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
8130,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Forest
8131,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
8132,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8133,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8134,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8135,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8136,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8137,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
8138,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8139,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8140,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8141,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8142,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8143,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
8144,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8145,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8146,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8147,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8148,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
8149,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8150,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
8151,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
8152,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8153,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
8154,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8155,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8156,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8157,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8158,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
8159,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
8160,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8161,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8162,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
8163,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
8164,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
8165,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8166,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8167,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8168,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
8169,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
8170,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
8171,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
8172,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8173,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8174,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
8175,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
8176,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
8177,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
8178,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8179,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
8180,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
8181,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8182,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8183,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8184,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8185,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8191,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8192,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8193,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8194,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8195,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8196,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8197,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8198,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8210,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8211,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8212,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8213,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8214,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8215,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8216,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8217,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8218,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8219,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8220,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
8221,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8222,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
8223,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8224,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8225,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8226,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8227,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
8228,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8229,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8230,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8231,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8232,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8233,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8234,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8235,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8236,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8237,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8238,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8239,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8240,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8241,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8242,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8243,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8244,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8245,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8247,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8248,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8249,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8250,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8251,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8252,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8253,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8254,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
8255,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
8256,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8257,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8258,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8259,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8260,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8261,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8262,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8263,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
8264,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
8265,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
8266,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8267,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8268,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8269,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8270,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8271,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8272,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8273,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8274,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8275,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8276,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8277,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8278,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8285,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
8292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
8304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
8305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
8306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8309,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8310,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8311,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8312,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8313,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8314,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8315,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
8316,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8317,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8318,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8319,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8320,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
8321,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
8322,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
8323,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8324,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8325,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8326,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8327,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8328,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
8329,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8330,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8331,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8332,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8333,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
8334,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
8335,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8336,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
