Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
9198,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
9199,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
9200,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
9201,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9202,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
9203,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9204,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9205,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9206,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
9207,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
9208,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
9209,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9210,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
9211,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
9212,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9213,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
9214,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
9215,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
9216,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9217,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9218,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
9219,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
9220,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9221,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9222,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9223,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9224,Water,Water,Wetland,Water,Wetland,Wetland,Water,NULL
9225,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9226,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9227,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
9228,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9229,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9230,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
9231,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9232,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
9233,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
9234,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
9235,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
9236,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
9237,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
9238,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
9239,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
9240,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
9241,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
9242,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
9243,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9244,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9245,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
9246,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
9247,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9248,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
9249,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
9250,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
9251,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
9252,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
9253,Water,Water,Wetland,Water,Wetland,Water,Water,Water
9254,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
9255,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
9256,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
9257,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
9258,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
9259,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
9260,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
9261,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
9262,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
9263,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
9264,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9265,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9266,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9267,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9268,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
9269,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
9270,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
9271,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
9272,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
9273,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
9274,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
9275,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
9276,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
9277,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
9278,Water,Water,Water,NULL,Water,NULL,NULL,Water
9279,Water,Water,Water,NULL,Water,NULL,NULL,Forest
9280,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
9281,Water,Water,Water,NULL,Water,NULL,Water,Forest
9282,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
9283,Water,Water,Water,NULL,Water,Grassland,NULL,Water
9284,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
9285,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
9286,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
9287,Water,Water,Water,NULL,Water,Grassland,Water,Forest
9288,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
9289,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
9290,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
9291,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
9292,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
9293,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
9294,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
9295,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
9296,Water,Water,Water,NULL,Water,Wetland,Water,Water
9297,Water,Water,Water,NULL,Water,Wetland,Water,Forest
9298,Water,Water,Water,NULL,Water,Water,NULL,Grassland
9299,Water,Water,Water,NULL,Water,Water,NULL,Wetland
9300,Water,Water,Water,NULL,Water,Water,NULL,Bareland
9301,Water,Water,Water,NULL,Water,Water,NULL,Water
9302,Water,Water,Water,NULL,Water,Water,NULL,Forest
9303,Water,Water,Water,NULL,Water,Water,Grassland,NULL
9304,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
9305,Water,Water,Water,NULL,Water,Water,Grassland,Water
9306,Water,Water,Water,NULL,Water,Water,Grassland,Forest
9307,Water,Water,Water,NULL,Water,Water,Wetland,Water
9308,Water,Water,Water,NULL,Water,Water,Wetland,Forest
9309,Water,Water,Water,NULL,Water,Water,Water,Grassland
9310,Water,Water,Water,NULL,Water,Water,Water,Wetland
9311,Water,Water,Water,NULL,Water,Water,Water,Bareland
9312,Water,Water,Water,NULL,Water,Water,Water,Water
9313,Water,Water,Water,NULL,Water,Water,Water,Forest
9314,Water,Water,Water,NULL,Water,Water,Forest,Water
9315,Water,Water,Water,NULL,Water,Water,Forest,Forest
9316,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
9317,Water,Water,Water,NULL,Water,Forest,NULL,Forest
9318,Water,Water,Water,NULL,Water,Forest,Grassland,Water
9319,Water,Water,Water,NULL,Water,Forest,Water,Forest
9320,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
9321,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
9322,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
9323,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
9324,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
9325,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
9326,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
9327,Water,Water,Water,Non_Water,Water,NULL,Water,Water
9328,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
9329,Water,Water,Water,Non_Water,Water,Grassland,NULL,Bareland
9330,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
9331,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
9332,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
9333,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
9334,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
9335,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
9336,Water,Water,Water,Non_Water,Water,Cropland,NULL,Forest
9337,Water,Water,Water,Non_Water,Water,Cropland,Water,Wetland
9338,Water,Water,Water,Non_Water,Water,Cropland,Water,Water
9339,Water,Water,Water,Non_Water,Water,Cropland,Water,Forest
9340,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
9341,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
9342,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
9343,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
9344,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
9345,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
9346,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
9347,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
9348,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
9349,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
9350,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
9351,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
9352,Water,Water,Water,Non_Water,Water,Water,NULL,Water
9353,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
9354,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
9355,Water,Water,Water,Non_Water,Water,Water,Grassland,Bareland
9356,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
9357,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
9358,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
9359,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
9360,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
9361,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
9362,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
9363,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
9364,Water,Water,Water,Non_Water,Water,Water,Water,Water
9365,Water,Water,Water,Non_Water,Water,Water,Water,Forest
9366,Water,Water,Water,Non_Water,Water,Water,Forest,Water
9367,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
9368,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
9369,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
9370,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
9371,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
9372,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
9373,Water,Water,Water,Water,Water,NULL,NULL,Grassland
9374,Water,Water,Water,Water,Water,NULL,NULL,Wetland
9375,Water,Water,Water,Water,Water,NULL,NULL,Water
9376,Water,Water,Water,Water,Water,NULL,NULL,Forest
9377,Water,Water,Water,Water,Water,NULL,Grassland,Water
9378,Water,Water,Water,Water,Water,NULL,Grassland,Forest
9379,Water,Water,Water,Water,Water,NULL,Wetland,Forest
9380,Water,Water,Water,Water,Water,NULL,Water,Water
9381,Water,Water,Water,Water,Water,NULL,Water,Forest
9382,Water,Water,Water,Water,Water,NULL,Forest,Water
9383,Water,Water,Water,Water,Water,NULL,Forest,Forest
9384,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
9385,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
9386,Water,Water,Water,Water,Water,Grassland,NULL,Water
9387,Water,Water,Water,Water,Water,Grassland,NULL,Forest
9388,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
9389,Water,Water,Water,Water,Water,Grassland,Grassland,Water
9390,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
9391,Water,Water,Water,Water,Water,Grassland,Water,NULL
9392,Water,Water,Water,Water,Water,Grassland,Water,Grassland
9393,Water,Water,Water,Water,Water,Grassland,Water,Bareland
9394,Water,Water,Water,Water,Water,Grassland,Water,Water
9395,Water,Water,Water,Water,Water,Grassland,Water,Forest
9396,Water,Water,Water,Water,Water,Grassland,Forest,Water
9397,Water,Water,Water,Water,Water,Cropland,Water,Water
9398,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
9399,Water,Water,Water,Water,Water,Wetland,NULL,Water
9400,Water,Water,Water,Water,Water,Wetland,NULL,Forest
9401,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
9402,Water,Water,Water,Water,Water,Wetland,Grassland,Water
9403,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
9404,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
9405,Water,Water,Water,Water,Water,Wetland,Wetland,Water
9406,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
9407,Water,Water,Water,Water,Water,Wetland,Water,Grassland
9408,Water,Water,Water,Water,Water,Wetland,Water,Wetland
9409,Water,Water,Water,Water,Water,Wetland,Water,Water
9410,Water,Water,Water,Water,Water,Wetland,Water,Forest
9411,Water,Water,Water,Water,Water,Wetland,Forest,Water
9412,Water,Water,Water,Water,Water,Bareland,Grassland,Water
9413,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
9414,Water,Water,Water,Water,Water,Bareland,Water,Grassland
9415,Water,Water,Water,Water,Water,Water,NULL,Grassland
9416,Water,Water,Water,Water,Water,Water,NULL,Wetland
9417,Water,Water,Water,Water,Water,Water,NULL,Bareland
9418,Water,Water,Water,Water,Water,Water,NULL,Water
9419,Water,Water,Water,Water,Water,Water,NULL,Forest
9420,Water,Water,Water,Water,Water,Water,Grassland,NULL
9421,Water,Water,Water,Water,Water,Water,Grassland,Grassland
9422,Water,Water,Water,Water,Water,Water,Grassland,Wetland
9423,Water,Water,Water,Water,Water,Water,Grassland,Water
9424,Water,Water,Water,Water,Water,Water,Grassland,Forest
9425,Water,Water,Water,Water,Water,Water,Wetland,Grassland
9426,Water,Water,Water,Water,Water,Water,Wetland,Wetland
9427,Water,Water,Water,Water,Water,Water,Wetland,Bareland
9428,Water,Water,Water,Water,Water,Water,Wetland,Water
9429,Water,Water,Water,Water,Water,Water,Wetland,Forest
9430,Water,Water,Water,Water,Water,Water,Water,NULL
9431,Water,Water,Water,Water,Water,Water,Water,Grassland
9432,Water,Water,Water,Water,Water,Water,Water,Wetland
9433,Water,Water,Water,Water,Water,Water,Water,Bareland
9434,Water,Water,Water,Water,Water,Water,Water,Water
9435,Water,Water,Water,Water,Water,Water,Water,Forest
9436,Water,Water,Water,Water,Water,Water,Forest,Bareland
9437,Water,Water,Water,Water,Water,Water,Forest,Water
9438,Water,Water,Water,Water,Water,Water,Forest,Forest
9439,Water,Water,Water,Water,Water,Forest,NULL,Water
9440,Water,Water,Water,Water,Water,Forest,NULL,Forest
9441,Water,Water,Water,Water,Water,Forest,Grassland,Water
9442,Water,Water,Water,Water,Water,Forest,Grassland,Forest
9443,Water,Water,Water,Water,Water,Forest,Wetland,Water
9444,Water,Water,Water,Water,Water,Forest,Water,Water
9445,Water,Water,Water,Water,Water,Forest,Water,Forest
9446,Water,Water,Water,Water,Water,Forest,Forest,Water
9447,Water,Water,Water,Water,Water,Forest,Forest,Forest
9448,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9449,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9450,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9451,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
9452,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9453,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9454,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9455,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9456,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
9457,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
9458,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9459,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9460,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9461,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9462,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9463,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9464,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9465,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9466,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9467,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9468,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9469,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9470,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9471,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9472,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9473,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9474,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
9475,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9476,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9477,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9478,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9479,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9480,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9481,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
9482,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9483,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9484,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9485,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9486,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9487,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9488,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9489,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9490,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9491,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9492,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9493,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9494,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9495,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9496,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
9497,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9498,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9499,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9500,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
9501,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9502,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9503,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
9504,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
9505,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9506,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9507,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9508,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9509,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9510,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9511,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
9512,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9513,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9514,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9515,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
9516,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9517,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9518,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9519,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
9520,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9521,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9522,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9523,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9524,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9525,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
9526,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9527,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
9528,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9529,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
9530,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9531,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9532,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9533,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
9534,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9535,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
9536,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9537,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9538,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9539,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9540,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9541,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9542,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Water
9543,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
9544,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9545,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9546,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9547,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9548,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9549,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9550,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
9551,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
