Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
8750,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
8751,Forest,Water,Water,NULL,NULL,NULL,NULL,Water
8752,Forest,Water,Water,NULL,NULL,NULL,Water,Water
8753,Forest,Water,Water,NULL,NULL,NULL,Water,Forest
8754,Forest,Water,Water,NULL,NULL,Water,Water,Water
8755,Forest,Water,Water,NULL,NULL,Water,Water,Forest
8756,Forest,Water,Water,NULL,NULL,Forest,Water,Forest
8757,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
8758,Forest,Water,Water,NULL,Water,NULL,NULL,Water
8759,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
8760,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
8761,Forest,Water,Water,NULL,Water,NULL,Water,Water
8762,Forest,Water,Water,NULL,Water,NULL,Water,Forest
8763,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
8764,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
8765,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
8766,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8767,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8768,Forest,Water,Water,NULL,Water,Water,NULL,Wetland
8769,Forest,Water,Water,NULL,Water,Water,NULL,Water
8770,Forest,Water,Water,NULL,Water,Water,NULL,Forest
8771,Forest,Water,Water,NULL,Water,Water,Water,Grassland
8772,Forest,Water,Water,NULL,Water,Water,Water,Water
8773,Forest,Water,Water,NULL,Water,Water,Water,Forest
8774,Forest,Water,Water,NULL,Water,Water,Forest,Water
8775,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8776,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
8777,Forest,Water,Water,NULL,Water,Forest,Water,Water
8778,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8779,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
8780,Forest,Water,Water,NULL,Water,Forest,Forest,Water
8781,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8782,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Water
8783,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Forest
8784,Forest,Water,Water,Non_Water,NULL,NULL,Water,Water
8785,Forest,Water,Water,Non_Water,NULL,NULL,Water,Forest
8786,Forest,Water,Water,Non_Water,NULL,Wetland,Wetland,Water
8787,Forest,Water,Water,Non_Water,NULL,Water,Water,Water
8788,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
8789,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
8790,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
8791,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
8792,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
8793,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
8794,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8795,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
8796,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
8797,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8798,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8799,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
8800,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8801,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
8802,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8803,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
8804,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
8805,Forest,Water,Water,Water,NULL,NULL,NULL,Water
8806,Forest,Water,Water,Water,NULL,NULL,NULL,Forest
8807,Forest,Water,Water,Water,NULL,NULL,Water,Wetland
8808,Forest,Water,Water,Water,NULL,NULL,Water,Water
8809,Forest,Water,Water,Water,NULL,NULL,Water,Forest
8810,Forest,Water,Water,Water,NULL,Wetland,Water,Wetland
8811,Forest,Water,Water,Water,NULL,Wetland,Water,Water
8812,Forest,Water,Water,Water,NULL,Water,Water,Water
8813,Forest,Water,Water,Water,NULL,Water,Water,Forest
8814,Forest,Water,Water,Water,NULL,Forest,Water,Water
8815,Forest,Water,Water,Water,NULL,Forest,Water,Forest
8816,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
8817,Forest,Water,Water,Water,Water,NULL,NULL,Forest
8818,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
8819,Forest,Water,Water,Water,Water,NULL,Water,Grassland
8820,Forest,Water,Water,Water,Water,NULL,Water,Wetland
8821,Forest,Water,Water,Water,Water,NULL,Water,Water
8822,Forest,Water,Water,Water,Water,NULL,Water,Forest
8823,Forest,Water,Water,Water,Water,NULL,Forest,Forest
8824,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8825,Forest,Water,Water,Water,Water,Wetland,Water,Water
8826,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8827,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
8828,Forest,Water,Water,Water,Water,Bareland,Water,Forest
8829,Forest,Water,Water,Water,Water,Water,NULL,Water
8830,Forest,Water,Water,Water,Water,Water,NULL,Forest
8831,Forest,Water,Water,Water,Water,Water,Water,Wetland
8832,Forest,Water,Water,Water,Water,Water,Water,Water
8833,Forest,Water,Water,Water,Water,Water,Water,Forest
8834,Forest,Water,Water,Water,Water,Water,Forest,Water
8835,Forest,Water,Water,Water,Water,Water,Forest,Forest
8836,Forest,Water,Water,Water,Water,Forest,NULL,Forest
8837,Forest,Water,Water,Water,Water,Forest,Water,Water
8838,Forest,Water,Water,Water,Water,Forest,Water,Forest
8839,Forest,Water,Water,Water,Water,Forest,Forest,Water
8840,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8841,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8842,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8843,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8844,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8845,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8846,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8847,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8848,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8849,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8850,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8851,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8852,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8853,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8854,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
8855,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8856,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8857,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8858,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
8859,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8860,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8861,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8862,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8863,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8864,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8865,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8866,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8867,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8868,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8869,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8870,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8871,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
8872,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8873,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8874,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8875,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8876,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8877,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8878,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8879,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8880,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8881,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8882,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8883,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8884,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8885,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8886,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8887,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8888,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
8889,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Water
8890,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8891,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
8892,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
8893,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
8894,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8895,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
8896,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8897,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8898,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8899,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8900,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8901,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8902,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8903,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8904,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8905,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8906,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8907,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8908,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
8909,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
8910,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8911,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8912,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8913,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8914,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8915,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
8916,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8917,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8918,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8919,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8920,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8921,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8922,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8923,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8924,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8925,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
8926,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8927,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8928,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8929,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
8930,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8931,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
8932,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8933,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
8934,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8935,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8936,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8937,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8938,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8939,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8940,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8941,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
8942,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
8943,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8944,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8945,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
8946,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
8947,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8948,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
8949,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
8950,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8951,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
8952,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
8953,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
8954,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
8955,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8956,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8957,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
8958,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
8959,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
8960,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
8961,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
8962,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8963,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8964,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8965,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8966,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Bareland
8967,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
8968,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
8969,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
8970,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8971,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8972,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8973,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
8974,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
8975,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8976,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8977,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
8978,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8979,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8980,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8981,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8982,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8983,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8984,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8985,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
8986,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8987,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8988,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8989,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8990,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8991,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
8992,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8993,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8994,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8995,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8996,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8997,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8998,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
8999,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9000,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
9002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Built-up
9004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
9005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
9010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
9011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9014,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9016,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9017,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9018,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9019,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9020,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9023,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9024,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9026,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9027,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9028,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9029,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
9030,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9032,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9033,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9034,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9035,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9037,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
9038,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
9039,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9040,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9041,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9042,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9043,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9044,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9045,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9046,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9047,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9048,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9049,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9050,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9051,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9052,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9053,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9054,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9055,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9056,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9057,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9058,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9059,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9060,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9061,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9062,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
9063,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
9064,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
9065,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
9066,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
9067,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9068,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
9069,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
9070,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9071,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
9072,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
9073,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9074,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9075,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9076,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
9077,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9078,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9079,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9080,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9081,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9082,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9083,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9084,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9085,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9086,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9087,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
9088,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9089,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9090,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9091,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
9092,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9093,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9094,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9095,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
9096,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
9097,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9098,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9099,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9100,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
9101,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
9102,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9103,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9104,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
9105,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
9106,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9107,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
