Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
4515,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4516,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4517,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4518,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4519,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4520,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4521,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4522,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4523,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4524,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4525,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4526,Forest,Water,Water,NULL,Water,Water,Water,Wetland
4527,Forest,Water,Water,NULL,Water,Water,Water,Water
4528,Forest,Water,Water,NULL,Water,Water,Water,Forest
4529,Forest,Water,Water,NULL,Water,Water,Forest,Water
4530,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4531,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4532,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4533,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4534,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4535,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4536,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4537,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4538,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
4539,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4540,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4541,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4542,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4543,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4544,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4545,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4546,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
4547,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4548,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4549,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4550,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4551,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4552,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4553,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4554,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4555,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4556,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4557,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4558,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4559,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
4560,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4561,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4562,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4563,Forest,Water,Water,Water,Water,NULL,Water,Forest
4564,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4565,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
4566,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4567,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4568,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4569,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
4570,Forest,Water,Water,Water,Water,Grassland,Water,Water
4571,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4572,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4573,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
4574,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
4575,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4576,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4577,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4578,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4579,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4580,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4581,Forest,Water,Water,Water,Water,Wetland,Water,Water
4582,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4583,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
4584,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4585,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4586,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4587,Forest,Water,Water,Water,Water,Water,Wetland,Water
4588,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4589,Forest,Water,Water,Water,Water,Water,Water,Grassland
4590,Forest,Water,Water,Water,Water,Water,Water,Wetland
4591,Forest,Water,Water,Water,Water,Water,Water,Water
4592,Forest,Water,Water,Water,Water,Water,Water,Forest
4593,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4594,Forest,Water,Water,Water,Water,Water,Forest,Wetland
4595,Forest,Water,Water,Water,Water,Water,Forest,Water
4596,Forest,Water,Water,Water,Water,Water,Forest,Forest
4597,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4598,Forest,Water,Water,Water,Water,Forest,Water,Forest
4599,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4600,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4601,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4602,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4603,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4604,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4605,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4606,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4607,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4608,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4609,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4610,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4611,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4612,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4613,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4614,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4615,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4616,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4617,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4618,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4619,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4620,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4621,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4622,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4623,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4624,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4625,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4626,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4627,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4628,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4629,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4630,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4631,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4632,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4633,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4634,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4635,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4636,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4637,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4638,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4639,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4640,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4641,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4642,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4643,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4644,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4645,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4646,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4647,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4648,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4649,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4650,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4651,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4652,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4653,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4654,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4655,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4656,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4657,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4658,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4659,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4660,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4661,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4662,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4663,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4664,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4665,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4666,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4667,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4668,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4669,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4670,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4671,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4672,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4673,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4674,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4675,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4676,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4677,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4678,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4679,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4680,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4681,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4682,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4683,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4684,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4685,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4686,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4687,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4688,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4689,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4690,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4691,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4692,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4693,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4694,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4695,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4696,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4697,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4698,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4699,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4700,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4701,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4702,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4703,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4704,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4705,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4706,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4707,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4708,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4709,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4710,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4711,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4712,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4713,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4714,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4715,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4716,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4717,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4718,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4719,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4720,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4721,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4722,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4723,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4724,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4725,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
4726,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4727,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4728,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4729,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4730,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4731,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4732,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4733,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4734,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4735,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4736,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4737,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4738,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4739,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4740,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4741,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4742,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4743,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4744,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4745,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4746,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4747,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4748,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4749,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4750,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4751,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4752,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4753,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4754,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4755,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4756,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4757,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
4758,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4759,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4760,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4761,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4762,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4763,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4764,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4765,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4766,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4767,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4768,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4769,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4770,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4771,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4772,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4773,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
4774,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4775,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4776,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
4777,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4778,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4779,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4780,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4781,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4782,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4783,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4784,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4785,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4786,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4787,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4788,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4789,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4790,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4791,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4792,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4793,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4794,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4795,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4796,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4797,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4798,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4799,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4800,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4801,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4802,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4803,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4804,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4805,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4806,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4807,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
4808,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4809,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4810,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Wetland
4811,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4812,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4813,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4814,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4815,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4816,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4817,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4818,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4819,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4820,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4821,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4822,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4823,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4824,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4825,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4826,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4827,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4828,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4829,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4830,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4831,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4832,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4833,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4834,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4835,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4837,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4838,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4839,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4840,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4841,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4842,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4843,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4844,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4845,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4846,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4847,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4848,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4849,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4850,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4851,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4852,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
