Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
2912,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2913,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2914,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2915,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2917,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2918,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2919,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2920,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2921,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2922,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2923,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2924,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2925,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2926,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2927,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2928,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2929,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2930,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2931,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2932,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2933,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2934,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2935,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2936,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2937,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2938,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2939,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2940,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2941,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2942,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2943,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2944,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2945,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
2946,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2947,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2948,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2949,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2950,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2951,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
2952,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2953,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2954,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2955,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2956,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2957,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2958,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2959,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2960,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2961,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2962,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2963,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2964,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2965,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2966,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2967,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2968,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2969,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2970,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2971,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2972,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2973,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2974,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2975,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2976,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2977,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2978,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2979,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2980,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2981,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2982,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2983,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2984,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2985,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2986,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2987,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2988,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2989,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2990,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2991,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2992,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2993,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2994,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2995,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2996,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
2997,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2998,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2999,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3000,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3001,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3002,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3003,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3004,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3005,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3006,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3007,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3008,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3009,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3010,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3011,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3012,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3013,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3018,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3019,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3020,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3021,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3022,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3023,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3024,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3025,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3026,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3027,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3028,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3029,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3030,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3031,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3032,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3033,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3034,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3035,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3036,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3037,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3038,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3039,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3040,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3041,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3042,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3043,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3044,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3045,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
3046,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
3047,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3048,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3049,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3050,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3051,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
3052,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3053,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3054,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3055,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3056,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3057,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3058,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3059,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3060,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
3061,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
3062,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3063,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3064,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3065,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3066,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3067,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3068,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3069,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
3070,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
3071,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3072,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3073,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3074,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3075,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3076,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3077,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3078,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3079,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3080,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3081,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3082,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3083,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3084,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3085,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3086,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3087,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3088,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3089,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3090,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3091,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3092,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3093,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3094,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3095,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3096,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3097,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3098,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3099,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3100,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3101,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3102,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3103,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3104,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3105,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3106,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3107,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3108,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3109,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3110,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3111,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3112,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3113,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3114,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3115,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3116,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3117,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3118,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3119,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3120,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3121,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3122,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3123,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3124,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3125,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3126,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3127,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3128,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3129,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3130,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
3131,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
3132,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3133,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3134,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3135,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3136,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3137,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3138,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3139,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3140,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3141,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3142,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3143,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3144,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3145,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3146,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3147,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
3148,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3149,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3150,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3151,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3152,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3153,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3154,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
3155,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3156,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3157,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3158,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3159,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3160,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3161,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3162,Forest,Forest,Water,NULL,Water,Forest,Water,Water
3163,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3164,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3165,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
3166,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3167,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
3168,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3169,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3170,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3171,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
3172,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
3173,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3174,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3175,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3176,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3177,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3178,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3179,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3180,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3181,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3182,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
3183,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3184,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3185,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3186,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
3187,Forest,Forest,Water,Water,Water,NULL,Water,Water
3188,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3189,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3190,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3191,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
3192,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3193,Forest,Forest,Water,Water,Water,Grassland,Water,Water
3194,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3195,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3196,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3197,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3198,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3199,Forest,Forest,Water,Water,Water,Water,Water,Grassland
3200,Forest,Forest,Water,Water,Water,Water,Water,Water
3201,Forest,Forest,Water,Water,Water,Water,Water,Forest
3202,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3203,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3204,Forest,Forest,Water,Water,Water,Forest,Water,Water
3205,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3206,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3207,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3208,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3209,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3210,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3211,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3212,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3213,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3214,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3215,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3216,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3217,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3218,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3219,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3220,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3221,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3222,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3223,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3224,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3225,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3226,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3227,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3228,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3229,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3230,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3231,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3232,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3233,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3234,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3235,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3236,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3237,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3238,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3239,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3240,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3241,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3242,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3243,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3244,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3245,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3246,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3247,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3248,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
