Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
4000,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4001,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4002,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4003,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4004,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4005,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4006,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4007,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4008,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4009,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4010,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4011,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4012,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4013,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4014,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4015,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4016,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4017,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4018,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4019,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4020,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4021,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4022,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4023,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4024,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4025,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4026,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4027,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
4028,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4029,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4030,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4031,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4036,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4037,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
4038,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4039,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
4040,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4041,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4042,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4043,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4044,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4045,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
4046,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
4047,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4048,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4049,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4050,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
4051,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4052,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4053,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4054,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4055,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4056,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
4057,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4058,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4059,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
4060,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4061,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4062,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4063,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4064,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4065,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4066,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4067,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4068,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4069,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4070,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
4071,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4072,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4073,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4074,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4075,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4076,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4077,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4078,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4079,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4080,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4081,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4082,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4083,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4085,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Water
4086,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4087,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4088,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4089,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4090,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4091,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4092,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4093,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4094,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
4095,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4096,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4097,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4098,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4099,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
4100,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4101,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4102,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
4103,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4104,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4105,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4106,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4107,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
4108,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4109,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4110,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4111,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4112,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4113,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4114,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,NULL
4115,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
4116,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
4117,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
4118,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4119,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4120,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4121,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4122,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
4123,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4124,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
4125,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4126,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Water
4127,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4128,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4129,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4130,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
4131,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4132,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4133,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
4134,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4135,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4136,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4137,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4138,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4139,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4140,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4141,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4142,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4143,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4144,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4145,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4146,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4147,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4148,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4149,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4150,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4151,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4152,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4153,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4155,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4156,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4157,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4158,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
4159,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4160,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4161,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4162,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
4163,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4164,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4165,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4166,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4167,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4168,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4169,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4170,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4171,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
4172,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4173,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
4174,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4175,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
4176,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4177,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
4178,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4179,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
4180,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4181,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
4182,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
4183,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4184,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4185,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Water
4186,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
4187,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4188,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4189,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
4190,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4191,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4192,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
4193,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
4194,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4195,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4196,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
4197,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
4198,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
4199,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
4200,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
4201,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4202,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4203,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4204,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
4205,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4206,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4207,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4208,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
4209,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4210,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4211,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4212,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
4213,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
4214,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4215,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4216,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4217,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4218,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
4219,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4220,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4221,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4222,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4223,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4224,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4225,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4226,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4227,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
4228,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4229,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4230,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4231,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4232,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4233,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4234,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4235,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
4236,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4237,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4238,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4239,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4240,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4241,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4242,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4243,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4244,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4245,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4246,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4247,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4248,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4249,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4250,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4251,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4252,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4253,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4254,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
4255,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4256,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4257,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4258,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4259,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4260,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
4261,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
4262,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4263,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4264,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4265,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
4266,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4267,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
4268,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4269,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4270,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4271,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
4272,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4273,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4274,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4275,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4276,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4277,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4278,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4279,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4280,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4281,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4282,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4283,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
4284,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4285,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
4286,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4287,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4288,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4289,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
4290,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4291,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
4292,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4293,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4294,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
4295,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4296,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4297,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4298,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4299,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4300,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4301,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4302,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4303,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4304,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4305,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4306,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4307,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4308,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4309,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4310,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4311,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4312,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4313,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4314,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4315,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
4316,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
4317,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
4318,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
4319,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
4320,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
4321,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4322,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
4323,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
4324,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
4325,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
4326,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
4327,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
4328,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
4329,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
4330,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
4331,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
4332,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
4333,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
