Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
3310,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3311,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3312,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3313,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
3314,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3315,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3316,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3317,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3318,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3319,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3320,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3321,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3322,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3323,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3324,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3325,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3326,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3327,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3328,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3329,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3330,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3331,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3332,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3333,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3334,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3335,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3336,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3337,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3338,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3339,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3340,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3341,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3342,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3343,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3344,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3345,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3346,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3347,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3348,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3349,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
3350,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3351,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3352,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3353,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3354,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3355,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3356,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3357,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3358,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3359,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3360,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3361,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3362,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3363,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3364,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3365,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3366,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3367,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3368,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3369,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3370,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3371,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3372,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
3373,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
3374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3376,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3377,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3378,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3379,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3380,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3381,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3382,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3383,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3384,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3385,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3386,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3387,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3388,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3389,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3390,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3391,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3392,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3393,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3394,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3395,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3396,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3397,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3398,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3399,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3400,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3401,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3402,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3403,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3404,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3405,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3406,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3407,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3408,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3409,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3410,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3419,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3430,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3431,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3432,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3433,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3434,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3435,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
3436,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Built-up
3437,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3447,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3448,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3449,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3450,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3451,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3452,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3454,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3455,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3456,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3457,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3458,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3459,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3460,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3461,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3462,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3463,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3464,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3465,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3466,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3467,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3468,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3469,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3472,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3473,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3474,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3475,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3476,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3477,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3478,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3479,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3480,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3481,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3482,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3483,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3484,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3485,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3486,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3487,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3497,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
3498,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3499,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3500,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3501,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3507,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3508,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3509,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3510,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3511,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3512,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3513,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3514,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3515,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3516,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3517,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3518,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3519,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3520,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3521,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3522,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3523,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3524,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3525,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3526,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3527,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3528,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3529,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3530,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3531,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3532,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3533,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3534,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3535,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3536,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3537,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3538,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3539,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3540,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3541,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3542,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3543,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3544,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3545,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3546,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3547,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3548,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3549,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3550,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
3551,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3552,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3553,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3554,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3555,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3556,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3557,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3558,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3559,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3560,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3561,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3562,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3563,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3564,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3565,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3566,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3567,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3568,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3569,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3570,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3571,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3572,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3573,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3574,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3575,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3576,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3577,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3578,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3579,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3580,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3581,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3582,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3583,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3584,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3585,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3586,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3587,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3588,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3589,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3590,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3591,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3592,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3593,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3594,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3595,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3596,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3597,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3598,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3599,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3600,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3601,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3602,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3603,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3604,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3605,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3606,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3607,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3608,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3609,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3610,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3611,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3612,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3613,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
3614,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3615,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3616,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3617,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3618,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3619,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3620,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
3621,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
3622,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Water
3623,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3624,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3625,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3626,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3627,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3628,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
3629,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3630,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
3631,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3632,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3633,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
