Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
7547,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7548,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7549,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7550,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7551,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7552,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7553,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7554,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7558,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7559,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7560,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7561,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7562,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7563,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7564,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7565,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7566,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7567,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
7568,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
7569,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
7570,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7571,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
7572,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
7573,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
7574,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
7575,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
7576,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
7577,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
7578,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
7579,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
7580,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
7581,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7582,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
7583,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7584,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
7585,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
7586,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7587,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
7588,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
7589,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
7590,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
7591,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
7592,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
7593,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
7594,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
7595,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
7596,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
7597,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7598,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
7599,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
7600,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
7601,Forest,Water,Water,NULL,Water,NULL,NULL,Water
7602,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
7603,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
7604,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
7605,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
7606,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
7607,Forest,Water,Water,NULL,Water,NULL,Water,Water
7608,Forest,Water,Water,NULL,Water,NULL,Water,Forest
7609,Forest,Water,Water,NULL,Water,NULL,Forest,Water
7610,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
7611,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7612,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
7613,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
7614,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
7615,Forest,Water,Water,NULL,Water,Grassland,Water,Water
7616,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
7617,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
7618,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
7619,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
7620,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
7621,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
7622,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
7623,Forest,Water,Water,NULL,Water,Water,Wetland,Water
7624,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
7625,Forest,Water,Water,NULL,Water,Water,Water,Water
7626,Forest,Water,Water,NULL,Water,Water,Water,Forest
7627,Forest,Water,Water,NULL,Water,Water,Forest,Water
7628,Forest,Water,Water,NULL,Water,Water,Forest,Forest
7629,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
7630,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
7631,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
7632,Forest,Water,Water,NULL,Water,Forest,Water,Water
7633,Forest,Water,Water,NULL,Water,Forest,Water,Forest
7634,Forest,Water,Water,NULL,Water,Forest,Forest,Water
7635,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
7636,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
7637,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
7638,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
7639,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
7640,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
7641,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
7642,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
7643,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
7644,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
7645,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
7646,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
7647,Forest,Water,Water,Non_Water,Water,Water,Water,Water
7648,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
7649,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
7650,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
7651,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
7652,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
7653,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
7654,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
7655,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
7656,Forest,Water,Water,Water,Water,NULL,NULL,Water
7657,Forest,Water,Water,Water,Water,NULL,NULL,Forest
7658,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
7659,Forest,Water,Water,Water,Water,NULL,Wetland,Water
7660,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
7661,Forest,Water,Water,Water,Water,NULL,Water,Water
7662,Forest,Water,Water,Water,Water,NULL,Water,Forest
7663,Forest,Water,Water,Water,Water,NULL,Forest,Water
7664,Forest,Water,Water,Water,Water,NULL,Forest,Forest
7665,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
7666,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
7667,Forest,Water,Water,Water,Water,Grassland,Water,Water
7668,Forest,Water,Water,Water,Water,Grassland,Water,Forest
7669,Forest,Water,Water,Water,Water,Grassland,Forest,Water
7670,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
7671,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
7672,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
7673,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
7674,Forest,Water,Water,Water,Water,Wetland,Water,Forest
7675,Forest,Water,Water,Water,Water,Wetland,Forest,Water
7676,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
7677,Forest,Water,Water,Water,Water,Water,Grassland,Forest
7678,Forest,Water,Water,Water,Water,Water,Wetland,Water
7679,Forest,Water,Water,Water,Water,Water,Wetland,Forest
7680,Forest,Water,Water,Water,Water,Water,Water,Bareland
7681,Forest,Water,Water,Water,Water,Water,Water,Water
7682,Forest,Water,Water,Water,Water,Water,Water,Forest
7683,Forest,Water,Water,Water,Water,Water,Forest,Bareland
7684,Forest,Water,Water,Water,Water,Water,Forest,Water
7685,Forest,Water,Water,Water,Water,Water,Forest,Forest
7686,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
7687,Forest,Water,Water,Water,Water,Forest,Wetland,Water
7688,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
7689,Forest,Water,Water,Water,Water,Forest,Water,Wetland
7690,Forest,Water,Water,Water,Water,Forest,Water,Water
7691,Forest,Water,Water,Water,Water,Forest,Water,Forest
7692,Forest,Water,Water,Water,Water,Forest,Forest,Water
7693,Forest,Water,Water,Water,Water,Forest,Forest,Forest
7694,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7695,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7696,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7697,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7698,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7699,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7700,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7701,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7702,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7703,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7704,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
7705,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7706,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7707,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7708,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7709,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7710,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
7711,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7712,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
7713,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7714,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7715,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
7716,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7717,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7718,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7719,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7720,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7721,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7722,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7723,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7724,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7725,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7726,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7727,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7728,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7729,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7730,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7731,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7732,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7733,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7734,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7735,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7736,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
7737,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7738,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7739,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7740,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7741,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7742,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7743,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7744,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7745,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7746,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7747,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7748,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7749,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7750,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7751,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7752,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7753,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7754,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
7755,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7756,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
7757,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7758,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7759,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
7760,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
7761,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7762,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7763,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7764,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7765,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7766,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7767,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7768,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7769,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7770,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7771,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7772,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7773,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7774,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7775,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
7776,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7777,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
7778,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7779,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7780,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7781,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7782,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
7783,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
7784,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
7785,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
7786,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
7787,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7788,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
7789,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
7790,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
7791,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
7792,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7793,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
7794,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
7795,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7796,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7797,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
7798,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
7799,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
7800,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7801,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7802,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7803,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7804,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
7805,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
7806,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7807,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7808,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
7809,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7810,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7811,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7812,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
7813,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
7814,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
7815,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7816,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7817,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
7818,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7819,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7820,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
7821,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7822,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7823,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
7824,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7825,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7826,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7827,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7828,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7829,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7830,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7831,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7832,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7833,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7834,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7835,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7836,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7837,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
7838,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
7839,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
7840,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7841,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7842,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
7843,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7844,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7845,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
7846,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
7847,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7848,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7849,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7850,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7851,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7852,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7853,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7854,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7855,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7856,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7857,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
7858,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7859,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7860,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7861,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7862,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7863,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7864,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7865,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7866,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7867,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7868,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7869,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7870,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7871,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7872,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7878,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7880,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7881,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7895,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7896,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7898,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7899,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
