Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
6149,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6150,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6151,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6152,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6153,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6154,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6155,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
6156,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6157,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
6158,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6159,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6160,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6161,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
6162,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6163,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
6164,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6165,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6166,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6167,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6168,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6169,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6170,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6171,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6172,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6173,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6174,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6175,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6176,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
6177,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6178,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
6179,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
6180,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
6181,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
6182,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6183,Forest,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
6184,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
6185,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6186,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6187,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6188,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6189,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6190,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6191,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
6192,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
6193,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6194,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6195,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
6196,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6197,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
6198,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6199,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6200,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6201,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6202,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6203,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6204,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6205,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6206,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6207,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6208,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6209,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6210,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6211,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6212,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6213,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6214,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6215,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6216,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6217,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6218,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6219,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6220,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6221,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6222,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6223,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6224,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6225,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6226,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6227,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6228,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6229,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6230,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6231,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6232,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6233,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6234,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6235,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6236,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6237,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6238,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6239,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6240,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6241,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6242,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
6243,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
6244,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6245,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6246,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6247,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6248,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6249,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6250,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6251,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6252,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6253,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6254,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6255,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6256,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6257,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6258,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6259,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6260,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6261,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6262,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6263,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6264,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6265,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6266,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6267,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6268,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6269,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6270,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6271,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6272,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6273,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6274,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6275,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6276,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6277,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6278,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6279,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6280,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
6281,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6282,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6283,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6284,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6285,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6286,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6287,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6288,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6289,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6290,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6291,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6292,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6293,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
6294,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
6295,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6296,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
6297,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
6298,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6299,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6300,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6301,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
6302,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
6303,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
6304,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6305,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6306,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6307,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6308,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6309,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
6310,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6311,Forest,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
6312,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
6313,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6314,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6315,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6316,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6317,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6318,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
6319,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6320,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6321,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6322,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6323,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6324,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6325,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6326,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6327,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6328,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6329,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6330,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6331,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6332,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
6333,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6334,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6335,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6336,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6337,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6338,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6339,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6340,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6341,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
6342,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6343,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
6344,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6345,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6346,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6347,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6348,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
6349,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6350,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6351,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6352,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6353,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6354,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6355,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6356,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6357,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
6358,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6359,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6360,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6361,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6362,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6363,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6364,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
6365,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6366,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6367,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
6368,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6369,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6370,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6371,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
6372,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
6373,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6374,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6375,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6376,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6377,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6378,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6379,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6380,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6381,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6382,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6383,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
6384,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
6385,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6386,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6387,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6388,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6389,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6393,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6394,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6395,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6396,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6397,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6398,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6399,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6400,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6401,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6402,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
6403,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6404,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6405,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6406,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6407,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6408,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6409,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6410,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6411,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6412,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Water
6413,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
6414,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
6415,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
6416,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
6417,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
6418,Forest,Water,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
6419,Forest,Water,Wetland,Water,Wetland,Shrubland,Bareland,Forest
6420,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
6421,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6422,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6423,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
6424,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6425,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6426,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6427,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6428,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6429,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6430,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
6431,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6432,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6433,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
6434,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
6435,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6436,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
6437,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6438,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
6439,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6440,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6441,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
6442,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
6443,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
6444,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6445,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6446,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6447,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6448,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
6449,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
6450,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6451,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
6452,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
6453,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
6454,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
6455,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
6456,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6457,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6458,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
6459,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
6460,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
6461,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6462,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6463,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6464,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6465,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6466,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6467,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6468,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
6469,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6470,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
6471,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6472,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6473,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6474,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6475,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
6476,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6477,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6478,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6479,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6480,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6481,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6482,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6483,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6484,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6485,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
6486,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6487,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
