Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
17327,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17328,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17329,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17330,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17331,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17332,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17333,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17334,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17335,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
17336,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17337,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17338,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17339,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
17340,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
17341,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
17342,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
17343,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
17344,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
17345,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17346,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17347,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
17348,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
17349,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
17350,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
17351,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
17352,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17353,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
17354,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17355,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17356,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17357,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17358,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
17359,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17360,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
17361,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
17362,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
17363,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17364,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17365,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
17366,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
17367,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
17368,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
17369,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17370,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
17371,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
17372,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
17373,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17374,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17375,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17376,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17377,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17378,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
17379,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
17380,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
17381,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
17382,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
17383,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
17384,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
17385,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
17386,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
17387,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
17388,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
17389,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
17390,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
17391,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
17392,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Water
17393,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
17394,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
17395,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
17396,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
17397,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
17398,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
17399,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
17400,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
17401,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
17402,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
17403,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
17404,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
17405,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
17406,Forest,Cropland,Wetland,Water,Wetland,Wetland,Forest,Grassland
17407,Forest,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
17408,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
17409,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
17410,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
17411,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
17412,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
17413,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
17414,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
17415,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
17416,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17417,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
17418,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
17419,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17420,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
17421,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
17422,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17423,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
17424,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
17425,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
17426,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
17427,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
17428,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
17429,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
17430,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
17431,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17432,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17433,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
17434,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17435,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
17436,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
17437,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
17438,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
17439,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
17440,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
17441,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
17442,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
17443,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
17444,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
17445,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
17446,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17447,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
17448,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
17449,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17450,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
17451,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17452,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
17453,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
17454,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
17455,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
17456,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
17457,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
17458,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
17459,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
17460,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
17461,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
17462,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
17463,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
17464,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
17465,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17466,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
17467,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17468,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
17469,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
17470,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
17471,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
17472,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
17473,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
17474,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
17475,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
17476,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17477,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
17478,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
17479,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
17480,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
17481,Forest,Cropland,Water,Non_Water,Water,Grassland,Forest,Grassland
17482,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
17483,Forest,Cropland,Water,Water,Water,Wetland,Water,Grassland
17484,Forest,Cropland,Water,Water,Water,Wetland,Water,Wetland
17485,Forest,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
17486,Forest,Cropland,Water,Water,Water,Bareland,Forest,Grassland
17487,Forest,Cropland,Water,Water,Water,Water,Grassland,Forest
17488,Forest,Cropland,Water,Water,Water,Water,Water,Grassland
17489,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
17492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17494,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17495,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17496,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17497,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
17498,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
17499,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17500,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
17501,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
17502,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17503,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
17504,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
17505,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
17506,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
17507,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
17508,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
17509,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
17510,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
17511,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
17512,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
17513,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
17514,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
17515,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
17516,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
17517,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17518,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
17519,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
17520,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
17521,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
17522,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
17523,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17524,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
17525,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
17526,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
17527,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
17528,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
17529,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
17530,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17531,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
17532,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
17533,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17534,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17535,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
17536,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
17537,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17538,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
17539,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
17540,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
17541,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
17542,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
17543,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
17544,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17545,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
17546,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17547,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
17548,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
17549,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17550,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17551,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17552,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17553,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
17554,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
17555,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
17556,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17557,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17558,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17559,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
17560,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
17561,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
17562,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
17563,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
17564,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
17565,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Water
17566,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17567,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17568,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17569,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
17570,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17571,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
17572,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17573,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
17574,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
17575,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
17576,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
17577,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
17578,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17579,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
17580,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
17581,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Water
17582,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17583,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
17584,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17585,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
17586,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17587,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17588,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
17589,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
17590,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
17591,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
17592,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
17593,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
17594,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
17595,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
17596,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
17597,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
17598,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
17599,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
17600,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
17601,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
17602,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17603,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17604,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17605,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17606,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
17607,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
17608,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17609,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17610,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
17611,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17612,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
17613,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
17614,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17615,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
17616,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
17617,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
17618,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
17619,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
17620,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
17621,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
17622,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
17623,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
17624,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
17625,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17626,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
17627,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17628,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
17629,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
17630,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17631,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17632,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17633,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
17634,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
