Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
9601,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9602,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9603,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9604,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
9605,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9606,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9607,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
9608,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9609,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9610,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9611,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
9612,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Built-up
9613,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Water
9614,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9615,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9616,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9617,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9618,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9619,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9620,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9621,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
9622,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9623,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
9624,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9625,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9626,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
9627,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
9628,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9629,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9630,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9631,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9632,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9633,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9634,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9635,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9636,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9637,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9638,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9639,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9640,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9641,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9642,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9643,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9644,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
9645,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9646,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
9647,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9648,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
9649,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9650,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
9651,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9652,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9653,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9654,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
9655,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9656,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9657,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
9658,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
9659,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9660,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9661,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
9662,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9663,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
9664,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9665,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9666,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9667,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
9668,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9669,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9670,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
9671,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
9672,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9673,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
9674,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9675,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9676,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9677,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9678,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9679,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9680,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9681,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
9682,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
9683,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
9684,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9685,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9686,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9687,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
9688,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9689,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
9690,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9691,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9692,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9693,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
9694,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
9695,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
9696,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9697,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9698,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9699,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9700,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9701,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9702,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9703,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9704,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9705,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9706,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9707,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9708,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
9709,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9710,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9711,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9712,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9713,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
9714,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9715,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9716,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9717,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9718,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9719,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9720,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9721,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9722,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
9723,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
9724,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
9725,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
9726,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
9727,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
9728,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
9729,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9730,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9731,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9732,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9733,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9734,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9735,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9736,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9737,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
9738,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9739,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9740,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
9741,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
9742,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
9743,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
9744,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
9745,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
9746,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
9747,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
9748,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
9749,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
9750,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9751,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9752,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9753,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9754,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
9755,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9756,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9757,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
9758,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9759,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9760,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
9761,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
9762,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
9763,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
9764,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9765,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
9766,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9767,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
9768,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9769,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
9770,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
9771,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9772,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
9773,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9774,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9775,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9776,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9777,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9778,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9779,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9780,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9781,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Bareland
9782,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9783,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
9784,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9785,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
9786,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9787,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9788,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9789,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
9790,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
9791,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
9792,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
9793,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
9794,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
9795,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9796,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
9797,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
9798,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
9799,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
9800,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
9801,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9802,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9803,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
9804,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
9805,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
9806,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9807,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9808,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
9809,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9810,Forest,Forest,Wetland,NULL,Wetland,Water,Built-up,Grassland
9811,Forest,Forest,Wetland,NULL,Wetland,Water,Built-up,Forest
9812,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
9813,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9814,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9815,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9816,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
9817,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9818,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9819,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
9820,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9821,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9822,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9823,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9824,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9825,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
9826,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
9827,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
9828,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9829,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9830,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9831,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9832,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9833,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9834,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9835,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
9836,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9837,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9838,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9839,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9840,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9841,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9842,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9843,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9844,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9845,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9846,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9847,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9848,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9849,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9850,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9851,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9852,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
9853,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
9854,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9855,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
9856,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
9857,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
9858,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9859,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9860,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9861,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9862,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9863,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9864,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
9865,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
9866,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9867,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
9868,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9869,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9870,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
9871,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
9872,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9873,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9874,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9875,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
9876,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
9877,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
9878,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9879,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
9880,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
9881,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
9882,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
9883,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9884,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Bareland
9885,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
9886,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9887,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
9888,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
9889,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
9890,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
9891,Forest,Forest,Wetland,Water,Wetland,Cropland,Grassland,Water
9892,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9893,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
9894,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9895,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
9896,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9897,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
9898,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
9899,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
9900,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
9901,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
9902,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
9903,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
9904,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
9905,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9906,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
9907,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
9908,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
9909,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
9910,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
9911,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
9912,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9913,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
9914,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
9915,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
9916,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
9917,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9918,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
9919,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
9920,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
9921,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
9922,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
9923,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
9924,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Grassland
9925,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
9926,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Water,Forest
9927,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
9928,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
