Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
10750,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
10751,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
10752,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10753,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
10754,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Water
10755,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
10756,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10757,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
10758,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
10759,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
10760,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
10761,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
10762,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
10763,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
10764,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10765,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10766,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10767,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
10768,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
10769,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
10770,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10771,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10772,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
10773,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
10774,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
10775,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
10776,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10777,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10778,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
10779,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10780,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10781,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
10782,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
10783,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10784,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10785,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
10786,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10787,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
10788,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
10789,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10790,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
10791,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10792,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10793,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
10794,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10795,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10796,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
10797,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10798,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10799,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
10800,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10801,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
10802,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
10803,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10804,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10805,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10806,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
10807,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10808,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10809,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10810,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
10811,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10812,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
10813,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
10814,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
10815,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
10816,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
10817,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
10818,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10819,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10820,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
10821,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Water
10822,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10823,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
10824,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10825,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10826,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
10827,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10828,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10829,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10830,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
10831,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
10832,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
10833,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
10834,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
10835,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
10836,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
10837,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
10838,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
10839,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
10840,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
10841,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
10842,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
10843,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
10844,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
10845,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
10846,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
10847,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
10848,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10849,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
10850,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
10851,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
10852,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
10853,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
10854,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
10855,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
10856,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
10857,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
10858,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
10859,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
10860,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
10861,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
10862,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
10863,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
10864,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
10865,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
10866,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
10867,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Wetland
10868,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
10869,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
10870,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
10871,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
10872,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
10873,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10874,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10875,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10876,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10877,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10878,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10879,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10880,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
10881,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10882,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10883,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10884,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10885,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10886,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
10887,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
10888,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10889,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10890,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
10891,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10892,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10893,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
10894,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
10895,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
10896,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
10897,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10898,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
10899,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
10900,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
10901,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10902,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
10903,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
10904,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10905,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10906,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10907,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10908,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10909,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10910,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10911,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10912,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
10913,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10914,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
10915,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
10916,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10917,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
10918,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
10919,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
10920,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
10921,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
10922,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
10923,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
10924,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10925,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10926,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10927,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10928,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
10929,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10930,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
10931,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
10932,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
10933,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Wetland
10934,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
10935,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
10936,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
10937,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
10938,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
10939,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
10940,Forest,Forest,Water,NULL,Water,Shrubland,Water,Water
10941,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
10942,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
10943,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
10944,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
10945,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Wetland
10946,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
10947,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
10948,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
10949,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
10950,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
10951,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
10952,Forest,Forest,Water,NULL,Water,Grassland,Water,Wetland
10953,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
10954,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
10955,Forest,Forest,Water,NULL,Water,Grassland,Forest,Wetland
10956,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
10957,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
10958,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
10959,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
10960,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
10961,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
10962,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
10963,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
10964,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
10965,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
10966,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
10967,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
10968,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
10969,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
10970,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
10971,Forest,Forest,Water,NULL,Water,Water,Grassland,Wetland
10972,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
10973,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
10974,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
10975,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
10976,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
10977,Forest,Forest,Water,NULL,Water,Water,Water,Water
10978,Forest,Forest,Water,NULL,Water,Water,Water,Forest
10979,Forest,Forest,Water,NULL,Water,Water,Forest,Water
10980,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
10981,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
10982,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
10983,Forest,Forest,Water,NULL,Water,Forest,Grassland,Wetland
10984,Forest,Forest,Water,NULL,Water,Forest,Grassland,Water
10985,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
10986,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
10987,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
10988,Forest,Forest,Water,NULL,Water,Forest,Water,Wetland
10989,Forest,Forest,Water,NULL,Water,Forest,Water,Water
10990,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
10991,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
10992,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
10993,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Wetland
10994,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Forest
10995,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
10996,Forest,Forest,Water,Non_Water,Water,Grassland,Shrubland,Forest
10997,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
10998,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Water
10999,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
11000,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Wetland
11001,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
11002,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
11003,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
11004,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
11005,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
11006,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Water
11007,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
11008,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
11009,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
11010,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
11011,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
11012,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Water
11013,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
11014,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
11015,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Water
11016,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Forest
11017,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
11018,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
11019,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
11020,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
11021,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
11022,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
11023,Forest,Forest,Water,Non_Water,Water,Water,Forest,Wetland
11024,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
11025,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Wetland
11026,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
11027,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
11028,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
11029,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Wetland
11030,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
11031,Forest,Forest,Water,Water,Water,Shrubland,Grassland,Wetland
11032,Forest,Forest,Water,Water,Water,Shrubland,Grassland,Forest
11033,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
11034,Forest,Forest,Water,Water,Water,Grassland,Grassland,Wetland
11035,Forest,Forest,Water,Water,Water,Grassland,Grassland,Water
11036,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
11037,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
11038,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
11039,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
11040,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
11041,Forest,Forest,Water,Water,Water,Grassland,Water,Water
11042,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
11043,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
11044,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
11045,Forest,Forest,Water,Water,Water,Wetland,Grassland,Water
11046,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
11047,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
11048,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
11049,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
11050,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
11051,Forest,Forest,Water,Water,Water,Wetland,Water,Water
11052,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
11053,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
11054,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
11055,Forest,Forest,Water,Water,Water,Water,Grassland,Water
11056,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
11057,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
11058,Forest,Forest,Water,Water,Water,Water,Wetland,Water
11059,Forest,Forest,Water,Water,Water,Water,Water,Wetland
11060,Forest,Forest,Water,Water,Water,Water,Water,Water
11061,Forest,Forest,Water,Water,Water,Water,Water,Forest
11062,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
11063,Forest,Forest,Water,Water,Water,Water,Forest,Water
11064,Forest,Forest,Water,Water,Water,Water,Forest,Forest
11065,Forest,Forest,Water,Water,Water,Forest,Grassland,Wetland
11066,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
11067,Forest,Forest,Water,Water,Water,Forest,Wetland,Wetland
11068,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
11069,Forest,Forest,Water,Water,Water,Forest,Water,Wetland
11070,Forest,Forest,Water,Water,Water,Forest,Water,Forest
11071,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
11072,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11073,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11074,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11075,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11076,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11077,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11078,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11079,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11080,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11081,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11082,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11083,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
