Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
3002,Forest,Forest,Water,Water,Water,Grassland
3003,Forest,Forest,Water,Water,Water,Wetland
3004,Forest,Forest,Water,Water,Water,Water
3005,Forest,Forest,Water,Water,Water,Forest
3006,Forest,Forest,Forest,NULL,Non_Wetland,NULL
3007,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
3008,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
3009,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
3010,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
3011,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
3012,Forest,Forest,Forest,NULL,Non_Wetland,Water
3013,Forest,Forest,Forest,NULL,Non_Wetland,Forest
3014,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
3015,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
3016,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
3017,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
3018,Forest,Forest,Forest,Water,Non_Wetland,Grassland
3019,Forest,Forest,Forest,Water,Non_Wetland,Wetland
3020,Forest,Forest,Forest,Water,Non_Wetland,Forest
