Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
3111,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
3112,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
3113,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
3114,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
3115,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
3116,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
3117,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
3118,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
3119,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
3120,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
3121,Forest,NULL,Bareland,Water,Non_Wetland,Water
3122,Forest,NULL,Bareland,Water,Non_Wetland,Forest
3123,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
3124,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
3125,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
3126,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
3127,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
3128,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
3129,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
3130,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
3131,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
3132,Forest,NULL,Built-up,Water,Non_Wetland,Forest
3133,Forest,NULL,Water,NULL,Water,Wetland
3134,Forest,NULL,Water,NULL,Water,Forest
3135,Forest,NULL,Water,Water,Water,Wetland
3136,Forest,NULL,Water,Water,Water,Water
3137,Forest,NULL,Water,Water,Water,Forest
3138,Forest,NULL,Forest,NULL,Non_Wetland,NULL
3139,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
3140,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
3141,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
3142,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
3143,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
3144,Forest,NULL,Forest,NULL,Non_Wetland,Forest
3145,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
3146,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
3147,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
3148,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
3149,Forest,NULL,Forest,Water,Non_Wetland,NULL
3150,Forest,NULL,Forest,Water,Non_Wetland,Grassland
3151,Forest,NULL,Forest,Water,Non_Wetland,Wetland
3152,Forest,NULL,Forest,Water,Non_Wetland,Forest
3153,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
3154,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
3155,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
3156,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
3157,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
3158,Forest,Cropland,NULL,Water,Non_Wetland,Forest
3159,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
3160,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
3161,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
3162,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
3163,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
3164,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
3165,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
3166,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
3167,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
3168,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
3169,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
3170,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
3171,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
3172,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
3173,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
3174,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
3175,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
3176,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
3177,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
3178,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
3179,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
3180,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
3181,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
3182,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
3183,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
3184,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
3185,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
3186,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
3187,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
3188,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
3189,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
3190,Forest,Cropland,Wetland,NULL,Wetland,NULL
3191,Forest,Cropland,Wetland,NULL,Wetland,Grassland
3192,Forest,Cropland,Wetland,NULL,Wetland,Forest
3193,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
3194,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3195,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3196,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3197,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
3198,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
3199,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
3200,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
3201,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
3202,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
3203,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
3204,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
3205,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
3206,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
3207,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
3208,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
3209,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
3210,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
3211,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
3212,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
3213,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
3214,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
3215,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
3216,Forest,Cropland,Forest,Water,Non_Wetland,Forest
3217,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
3218,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
3219,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
3220,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
3221,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
3222,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
3223,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
3224,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
3225,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
3226,Forest,Wetland,NULL,Water,Non_Wetland,Forest
3227,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
3228,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
3229,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
3230,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
3231,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
3232,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
3233,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
3234,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
3235,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
3236,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
3237,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
3238,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
3239,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
3240,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
3241,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
3242,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
3243,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
3244,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
3245,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
3246,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
3247,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
3248,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
3249,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
3250,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
3251,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
3252,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
3253,Forest,Wetland,Grassland,Water,Non_Wetland,NULL
3254,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
3255,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
3256,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
3257,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland
3258,Forest,Wetland,Grassland,Water,Non_Wetland,Water
3259,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
3260,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
3261,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
3262,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
3263,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
3264,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
3265,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
3266,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
3267,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
3268,Forest,Wetland,Cropland,Water,Non_Wetland,NULL
3269,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
3270,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
3271,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
3272,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland
3273,Forest,Wetland,Wetland,NULL,Wetland,NULL
3274,Forest,Wetland,Wetland,NULL,Wetland,Grassland
3275,Forest,Wetland,Wetland,NULL,Wetland,Cropland
3276,Forest,Wetland,Wetland,NULL,Wetland,Wetland
3277,Forest,Wetland,Wetland,NULL,Wetland,Bareland
3278,Forest,Wetland,Wetland,NULL,Wetland,Forest
3279,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
3280,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
3281,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
3282,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
3283,Forest,Wetland,Wetland,Water,Wetland,Grassland
3284,Forest,Wetland,Wetland,Water,Wetland,Cropland
3285,Forest,Wetland,Wetland,Water,Wetland,Wetland
3286,Forest,Wetland,Wetland,Water,Wetland,Bareland
3287,Forest,Wetland,Wetland,Water,Wetland,Forest
3288,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3289,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
3290,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
3291,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
3292,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
3293,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
3294,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
3295,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
3296,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL
3297,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
3298,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
3299,Forest,Wetland,Bareland,Water,Non_Wetland,NULL
3300,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
3301,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
3302,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
3303,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
3304,Forest,Wetland,Bareland,Water,Non_Wetland,Water
3305,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
3306,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
3307,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
3308,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
3309,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
3310,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
3311,Forest,Wetland,Water,NULL,Water,Grassland
3312,Forest,Wetland,Water,NULL,Water,Wetland
3313,Forest,Wetland,Water,NULL,Water,Forest
3314,Forest,Wetland,Water,Non_Water,Water,Wetland
3315,Forest,Wetland,Water,Non_Water,Water,Bareland
3316,Forest,Wetland,Water,Water,Water,NULL
3317,Forest,Wetland,Water,Water,Water,Grassland
3318,Forest,Wetland,Water,Water,Water,Cropland
3319,Forest,Wetland,Water,Water,Water,Wetland
3320,Forest,Wetland,Water,Water,Water,Bareland
3321,Forest,Wetland,Water,Water,Water,Water
3322,Forest,Wetland,Water,Water,Water,Forest
3323,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
3324,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
3325,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
3326,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
3327,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
3328,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
3329,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
3330,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
3331,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
3332,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
3333,Forest,Wetland,Forest,Water,Non_Wetland,Forest
3334,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
3335,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
3336,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
3337,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
3338,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
3339,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
3340,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
3341,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
3342,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
3343,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
3344,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
3345,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
3346,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
3347,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
3348,Forest,Built-up,NULL,Water,Non_Wetland,Forest
3349,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
3350,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
3351,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
3352,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
3353,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
3354,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
3355,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
3356,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
3357,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland
3358,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
3359,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
3360,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
3361,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
3362,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
3363,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
3364,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3365,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
3366,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
3367,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
3368,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
3369,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
3370,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
3371,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
3372,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
3373,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
3374,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
3375,Forest,Built-up,Forest,Water,Non_Wetland,Forest
3376,Forest,Water,NULL,NULL,Non_Wetland,NULL
3377,Forest,Water,NULL,NULL,Non_Wetland,Grassland
3378,Forest,Water,NULL,NULL,Non_Wetland,Wetland
3379,Forest,Water,NULL,NULL,Non_Wetland,Forest
3380,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
3381,Forest,Water,NULL,Water,Non_Wetland,Grassland
3382,Forest,Water,NULL,Water,Non_Wetland,Wetland
3383,Forest,Water,NULL,Water,Non_Wetland,Forest
3384,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
3385,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
3386,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
3387,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
3388,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
3389,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
3390,Forest,Water,Shrubland,Water,Non_Wetland,Forest
3391,Forest,Water,Grassland,NULL,Non_Wetland,NULL
3392,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
3393,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
3394,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
3395,Forest,Water,Grassland,NULL,Non_Wetland,Forest
3396,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
3397,Forest,Water,Grassland,Water,Non_Wetland,NULL
3398,Forest,Water,Grassland,Water,Non_Wetland,Grassland
3399,Forest,Water,Grassland,Water,Non_Wetland,Forest
3400,Forest,Water,Cropland,NULL,Non_Wetland,NULL
3401,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
3402,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
3403,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
3404,Forest,Water,Cropland,NULL,Non_Wetland,Forest
3405,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
3406,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
3407,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
3408,Forest,Water,Cropland,Water,Non_Wetland,NULL
3409,Forest,Water,Cropland,Water,Non_Wetland,Grassland
3410,Forest,Water,Cropland,Water,Non_Wetland,Forest
3411,Forest,Water,Wetland,NULL,Wetland,NULL
3412,Forest,Water,Wetland,NULL,Wetland,Grassland
3413,Forest,Water,Wetland,NULL,Wetland,Wetland
3414,Forest,Water,Wetland,NULL,Wetland,Forest
3415,Forest,Water,Wetland,Non_Water,Wetland,Grassland
3416,Forest,Water,Wetland,Non_Water,Wetland,Wetland
3417,Forest,Water,Wetland,Non_Water,Wetland,Forest
3418,Forest,Water,Wetland,Water,Wetland,Grassland
3419,Forest,Water,Wetland,Water,Wetland,Wetland
3420,Forest,Water,Wetland,Water,Wetland,Water
3421,Forest,Water,Wetland,Water,Wetland,Forest
3422,Forest,Water,Bareland,NULL,Non_Wetland,NULL
3423,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
3424,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
3425,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
3426,Forest,Water,Bareland,NULL,Non_Wetland,Forest
3427,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
3428,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
3429,Forest,Water,Bareland,Water,Non_Wetland,NULL
3430,Forest,Water,Bareland,Water,Non_Wetland,Grassland
3431,Forest,Water,Bareland,Water,Non_Wetland,Cropland
3432,Forest,Water,Bareland,Water,Non_Wetland,Wetland
3433,Forest,Water,Bareland,Water,Non_Wetland,Forest
3434,Forest,Water,Built-up,NULL,Non_Wetland,NULL
3435,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
3436,Forest,Water,Built-up,NULL,Non_Wetland,Forest
3437,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
3438,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland
3439,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
3440,Forest,Water,Built-up,Water,Non_Wetland,Grassland
3441,Forest,Water,Built-up,Water,Non_Wetland,Wetland
3442,Forest,Water,Built-up,Water,Non_Wetland,Forest
3443,Forest,Water,Water,NULL,Water,Forest
3444,Forest,Water,Water,Non_Water,Water,Forest
3445,Forest,Water,Water,Water,Water,Grassland
3446,Forest,Water,Water,Water,Water,Wetland
3447,Forest,Water,Water,Water,Water,Bareland
3448,Forest,Water,Water,Water,Water,Forest
3449,Forest,Water,Forest,NULL,Non_Wetland,NULL
3450,Forest,Water,Forest,NULL,Non_Wetland,Grassland
3451,Forest,Water,Forest,NULL,Non_Wetland,Wetland
3452,Forest,Water,Forest,NULL,Non_Wetland,Bareland
3453,Forest,Water,Forest,NULL,Non_Wetland,Forest
3454,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
3455,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
3456,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
3457,Forest,Water,Forest,Water,Non_Wetland,Grassland
3458,Forest,Water,Forest,Water,Non_Wetland,Cropland
3459,Forest,Water,Forest,Water,Non_Wetland,Wetland
3460,Forest,Water,Forest,Water,Non_Wetland,Bareland
3461,Forest,Water,Forest,Water,Non_Wetland,Water
3462,Forest,Water,Forest,Water,Non_Wetland,Forest
3463,Forest,Forest,NULL,NULL,Non_Wetland,NULL
3464,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
3465,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
3466,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
3467,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
3468,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
3469,Forest,Forest,NULL,NULL,Non_Wetland,Forest
3470,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
3471,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
3472,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
3473,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
3474,Forest,Forest,NULL,Water,Non_Wetland,NULL
3475,Forest,Forest,NULL,Water,Non_Wetland,Grassland
3476,Forest,Forest,NULL,Water,Non_Wetland,Cropland
3477,Forest,Forest,NULL,Water,Non_Wetland,Wetland
3478,Forest,Forest,NULL,Water,Non_Wetland,Forest
3479,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
3480,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
3481,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
3482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
3483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
3484,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
3485,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
3486,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
3487,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
3489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3490,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
3491,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
3492,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
3493,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
3494,Forest,Forest,Shrubland,Water,Non_Wetland,Water
3495,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
3496,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
3497,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
3498,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
3499,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
3500,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
3501,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
3502,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
3503,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
3504,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3505,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
3506,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
3507,Forest,Forest,Grassland,Water,Non_Wetland,NULL
3508,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
3509,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
3510,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
3511,Forest,Forest,Grassland,Water,Non_Wetland,Water
3512,Forest,Forest,Grassland,Water,Non_Wetland,Forest
3513,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
3514,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
3515,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
3516,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
3517,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
3518,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
