Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
3512,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
3513,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
3514,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
3515,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
3516,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
3517,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
3518,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
3519,Forest,NULL,Cropland,Water,Non_Wetland,NULL
3520,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
3521,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
3522,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
3523,Forest,NULL,Cropland,Water,Non_Wetland,Water
3524,Forest,NULL,Cropland,Water,Non_Wetland,Forest
3525,Forest,NULL,Wetland,NULL,Wetland,NULL
3526,Forest,NULL,Wetland,NULL,Wetland,Grassland
3527,Forest,NULL,Wetland,NULL,Wetland,Cropland
3528,Forest,NULL,Wetland,NULL,Wetland,Wetland
3529,Forest,NULL,Wetland,NULL,Wetland,Bareland
3530,Forest,NULL,Wetland,NULL,Wetland,Water
3531,Forest,NULL,Wetland,NULL,Wetland,Forest
3532,Forest,NULL,Wetland,Non_Water,Wetland,NULL
3533,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
3534,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
3535,Forest,NULL,Wetland,Non_Water,Wetland,Forest
3536,Forest,NULL,Wetland,Water,Wetland,NULL
3537,Forest,NULL,Wetland,Water,Wetland,Grassland
3538,Forest,NULL,Wetland,Water,Wetland,Cropland
3539,Forest,NULL,Wetland,Water,Wetland,Wetland
3540,Forest,NULL,Wetland,Water,Wetland,Bareland
3541,Forest,NULL,Wetland,Water,Wetland,Water
3542,Forest,NULL,Wetland,Water,Wetland,Forest
3543,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3544,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3545,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
3546,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3547,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3548,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
3549,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
3550,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
3551,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
3552,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
3553,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
3554,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
3555,Forest,NULL,Bareland,NULL,Non_Wetland,Water
3556,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
3557,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
3558,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
3559,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
3560,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
3561,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
3562,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
3563,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
3564,Forest,NULL,Bareland,Water,Non_Wetland,NULL
3565,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
3566,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
3567,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
3568,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
3569,Forest,NULL,Bareland,Water,Non_Wetland,Water
3570,Forest,NULL,Bareland,Water,Non_Wetland,Forest
3571,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
3572,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
3573,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
3574,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
3575,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
3576,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
3577,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
3578,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
3579,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
3580,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
3581,Forest,NULL,Built-up,Water,Non_Wetland,NULL
3582,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
3583,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
3584,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
3585,Forest,NULL,Built-up,Water,Non_Wetland,Water
3586,Forest,NULL,Built-up,Water,Non_Wetland,Forest
3587,Forest,NULL,Water,NULL,Water,NULL
3588,Forest,NULL,Water,NULL,Water,Grassland
3589,Forest,NULL,Water,NULL,Water,Wetland
3590,Forest,NULL,Water,NULL,Water,Water
3591,Forest,NULL,Water,NULL,Water,Forest
3592,Forest,NULL,Water,Non_Water,Water,Wetland
3593,Forest,NULL,Water,Non_Water,Water,Forest
3594,Forest,NULL,Water,Water,Water,Grassland
3595,Forest,NULL,Water,Water,Water,Cropland
3596,Forest,NULL,Water,Water,Water,Wetland
3597,Forest,NULL,Water,Water,Water,Bareland
3598,Forest,NULL,Water,Water,Water,Water
3599,Forest,NULL,Water,Water,Water,Forest
3600,Forest,NULL,Forest,NULL,Non_Wetland,NULL
3601,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
3602,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
3603,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
3604,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
3605,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
3606,Forest,NULL,Forest,NULL,Non_Wetland,Water
3607,Forest,NULL,Forest,NULL,Non_Wetland,Forest
3608,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
3609,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
3610,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
3611,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
3612,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
3613,Forest,NULL,Forest,Water,Non_Wetland,NULL
3614,Forest,NULL,Forest,Water,Non_Wetland,Grassland
3615,Forest,NULL,Forest,Water,Non_Wetland,Cropland
3616,Forest,NULL,Forest,Water,Non_Wetland,Wetland
3617,Forest,NULL,Forest,Water,Non_Wetland,Bareland
3618,Forest,NULL,Forest,Water,Non_Wetland,Water
3619,Forest,NULL,Forest,Water,Non_Wetland,Forest
3620,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
3621,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
3622,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
3623,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
3624,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
3625,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
3626,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
3627,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
3628,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
3629,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
3630,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
3631,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
3632,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
3633,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
3634,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
3635,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
3636,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
3637,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
3638,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
3639,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
3640,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
3641,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
3642,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
3643,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
3644,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
3645,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
3646,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
3647,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
3648,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
3649,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
3650,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
3651,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
3652,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
3653,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
3654,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
3655,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
3656,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
3657,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
3658,Forest,Cropland,Grassland,Water,Non_Wetland,NULL
3659,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
3660,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
3661,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
3662,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
3663,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
3664,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
3665,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
3666,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
3667,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
3668,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
3669,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
3670,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
3671,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
3672,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
3673,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
3674,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
3675,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
3676,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
3677,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
3678,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
3679,Forest,Cropland,Wetland,NULL,Wetland,NULL
3680,Forest,Cropland,Wetland,NULL,Wetland,Grassland
3681,Forest,Cropland,Wetland,NULL,Wetland,Cropland
3682,Forest,Cropland,Wetland,NULL,Wetland,Wetland
3683,Forest,Cropland,Wetland,NULL,Wetland,Forest
3684,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
3685,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
3686,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
3687,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
3688,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
3689,Forest,Cropland,Wetland,Water,Wetland,NULL
3690,Forest,Cropland,Wetland,Water,Wetland,Grassland
3691,Forest,Cropland,Wetland,Water,Wetland,Wetland
3692,Forest,Cropland,Wetland,Water,Wetland,Forest
3693,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3694,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3695,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
3696,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
3697,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3698,Forest,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
3699,Forest,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3700,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
3701,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
3702,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
3703,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
3704,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
3705,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
3706,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
3707,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
3708,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
3709,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
3710,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
3711,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
3712,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
3713,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
3714,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
3715,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
3716,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
3717,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
3718,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
3719,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
3720,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL
3721,Forest,Cropland,Water,NULL,Water,NULL
3722,Forest,Cropland,Water,NULL,Water,Grassland
3723,Forest,Cropland,Water,NULL,Water,Cropland
3724,Forest,Cropland,Water,NULL,Water,Wetland
3725,Forest,Cropland,Water,NULL,Water,Water
3726,Forest,Cropland,Water,NULL,Water,Forest
3727,Forest,Cropland,Water,Water,Water,Wetland
3728,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
3729,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
3730,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
3731,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
3732,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
3733,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
3734,Forest,Cropland,Forest,NULL,Non_Wetland,Water
3735,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
3736,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
3737,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
3738,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
3739,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
3740,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
3741,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
3742,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
3743,Forest,Cropland,Forest,Water,Non_Wetland,Forest
3744,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
3745,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
3746,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
3747,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
3748,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland
3749,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
3750,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
3751,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
3752,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
3753,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
3754,Forest,Wetland,NULL,Water,Non_Wetland,NULL
3755,Forest,Wetland,NULL,Water,Non_Wetland,Cropland
3756,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
3757,Forest,Wetland,NULL,Water,Non_Wetland,Bareland
3758,Forest,Wetland,NULL,Water,Non_Wetland,Water
3759,Forest,Wetland,NULL,Water,Non_Wetland,Forest
3760,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
3761,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
3762,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
3763,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
3764,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
3765,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
3766,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
3767,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
3768,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
3769,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
3770,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
3771,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
3772,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
3773,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
3774,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
3775,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
3776,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
3777,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
3778,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
3779,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
3780,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
3781,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
3782,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
3783,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
3784,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
3785,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
3786,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
3787,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL
3788,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
3789,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
3790,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
3791,Forest,Wetland,Grassland,Water,Non_Wetland,NULL
3792,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
3793,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
3794,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland
3795,Forest,Wetland,Grassland,Water,Non_Wetland,Water
3796,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
3797,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
3798,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
3799,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
3800,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
3801,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
3802,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
3803,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
3804,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
3805,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
3806,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
3807,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
3808,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
3809,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
3810,Forest,Wetland,Cropland,Water,Non_Wetland,NULL
3811,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
3812,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
3813,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
3814,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland
3815,Forest,Wetland,Cropland,Water,Non_Wetland,Water
3816,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
3817,Forest,Wetland,Wetland,NULL,Wetland,NULL
3818,Forest,Wetland,Wetland,NULL,Wetland,Grassland
3819,Forest,Wetland,Wetland,NULL,Wetland,Cropland
3820,Forest,Wetland,Wetland,NULL,Wetland,Wetland
3821,Forest,Wetland,Wetland,NULL,Wetland,Bareland
3822,Forest,Wetland,Wetland,NULL,Wetland,Water
3823,Forest,Wetland,Wetland,NULL,Wetland,Forest
3824,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
3825,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
3826,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
3827,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
3828,Forest,Wetland,Wetland,Non_Water,Wetland,Water
3829,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
3830,Forest,Wetland,Wetland,Water,Wetland,NULL
3831,Forest,Wetland,Wetland,Water,Wetland,Cropland
3832,Forest,Wetland,Wetland,Water,Wetland,Wetland
3833,Forest,Wetland,Wetland,Water,Wetland,Bareland
3834,Forest,Wetland,Wetland,Water,Wetland,Water
3835,Forest,Wetland,Wetland,Water,Wetland,Forest
3836,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3837,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3838,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
3839,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
3840,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
3841,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
3842,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
3843,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
3844,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
3845,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL
3846,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
3847,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
3848,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
3849,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
3850,Forest,Wetland,Bareland,Water,Non_Wetland,NULL
3851,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
3852,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
3853,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
3854,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
3855,Forest,Wetland,Bareland,Water,Non_Wetland,Water
3856,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
3857,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
3858,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
3859,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
3860,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
3861,Forest,Wetland,Built-up,Water,Non_Wetland,Water
3862,Forest,Wetland,Water,NULL,Water,NULL
3863,Forest,Wetland,Water,NULL,Water,Cropland
3864,Forest,Wetland,Water,NULL,Water,Wetland
3865,Forest,Wetland,Water,NULL,Water,Bareland
3866,Forest,Wetland,Water,NULL,Water,Water
3867,Forest,Wetland,Water,NULL,Water,Forest
3868,Forest,Wetland,Water,Non_Water,Water,NULL
3869,Forest,Wetland,Water,Non_Water,Water,Wetland
3870,Forest,Wetland,Water,Non_Water,Water,Bareland
3871,Forest,Wetland,Water,Water,Water,NULL
3872,Forest,Wetland,Water,Water,Water,Grassland
3873,Forest,Wetland,Water,Water,Water,Cropland
3874,Forest,Wetland,Water,Water,Water,Wetland
3875,Forest,Wetland,Water,Water,Water,Bareland
3876,Forest,Wetland,Water,Water,Water,Water
3877,Forest,Wetland,Water,Water,Water,Forest
3878,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
3879,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
3880,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
3881,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
3882,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
3883,Forest,Wetland,Forest,NULL,Non_Wetland,Water
3884,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
3885,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
3886,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
3887,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
3888,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
3889,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
3890,Forest,Wetland,Forest,Water,Non_Wetland,NULL
3891,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
3892,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
3893,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
3894,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
3895,Forest,Wetland,Forest,Water,Non_Wetland,Water
3896,Forest,Wetland,Forest,Water,Non_Wetland,Forest
3897,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
3898,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
3899,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
3900,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
3901,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
3902,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
3903,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
3904,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
3905,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
3906,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
3907,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
3908,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
3909,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
3910,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
3911,Forest,Built-up,Shrubland,Water,Non_Wetland,Cropland
3912,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
3913,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
3914,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
3915,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
3916,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
3917,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
3918,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
3919,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
