Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
2930,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2931,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2932,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2933,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2934,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2935,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2936,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2937,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2938,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2939,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
