Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
2755,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2756,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2757,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2759,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2760,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2761,Forest,Forest,Wetland,NULL,Wetland,Wetland
2762,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2763,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2764,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2765,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2766,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2767,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2768,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2769,Forest,Forest,Forest,NULL,Non_Wetland,Forest
