Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
3522,Water,Wetland,Forest,Water,Non_Wetland,Grassland
3523,Water,Wetland,Forest,Water,Non_Wetland,Wetland
3524,Water,Wetland,Forest,Water,Non_Wetland,Water
3525,Water,Wetland,Forest,Water,Non_Wetland,Forest
3526,Water,Bareland,Shrubland,Water,Non_Wetland,Water
3527,Water,Bareland,Wetland,NULL,Wetland,Bareland
3528,Water,Bareland,Wetland,NULL,Wetland,Water
3529,Water,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3530,Water,Bareland,Wetland,Non_Water,Wetland,Water
3531,Water,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
3532,Water,Bareland,Wetland,Water,Wetland,Bareland
3533,Water,Bareland,Wetland,Water,Wetland,Water
3534,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3535,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3536,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
3537,Water,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3538,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
3539,Water,Bareland,Bareland,NULL,Non_Wetland,Water
3540,Water,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3541,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
3542,Water,Bareland,Bareland,Water,Non_Wetland,Water
3543,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
3544,Water,Bareland,Built-up,NULL,Non_Wetland,Water
3545,Water,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
3546,Water,Bareland,Built-up,Water,Non_Wetland,Water
3547,Water,Bareland,Water,NULL,Water,Wetland
3548,Water,Bareland,Water,NULL,Water,Water
3549,Water,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
3550,Water,Bareland,Water,Non_Water,Water,Water
3551,Water,Bareland,Water,Water,Water,Lichens_and_Mosses
3552,Water,Bareland,Water,Water,Water,Bareland
3553,Water,Bareland,Water,Water,Water,Water
3554,Water,Built-up,Bareland,Water,Non_Wetland,Water
3555,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
3556,Water,Built-up,Water,Water,Water,Water
3557,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
3558,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
3559,Water,Water,Shrubland,NULL,Non_Wetland,Water
3560,Water,Water,Shrubland,NULL,Non_Wetland,Forest
3561,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
3562,Water,Water,Shrubland,Water,Non_Wetland,Wetland
3563,Water,Water,Shrubland,Water,Non_Wetland,Water
3564,Water,Water,Grassland,NULL,Non_Wetland,Wetland
3565,Water,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3566,Water,Water,Grassland,Water,Non_Wetland,Wetland
3567,Water,Water,Grassland,Water,Non_Wetland,Water
3568,Water,Water,Wetland,NULL,Wetland,Grassland
3569,Water,Water,Wetland,NULL,Wetland,Wetland
3570,Water,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
3571,Water,Water,Wetland,NULL,Wetland,Bareland
3572,Water,Water,Wetland,NULL,Wetland,Water
3573,Water,Water,Wetland,NULL,Wetland,Forest
3574,Water,Water,Wetland,Non_Water,Wetland,Grassland
3575,Water,Water,Wetland,Non_Water,Wetland,Wetland
3576,Water,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3577,Water,Water,Wetland,Non_Water,Wetland,Bareland
3578,Water,Water,Wetland,Non_Water,Wetland,Water
3579,Water,Water,Wetland,Non_Water,Wetland,Forest
3580,Water,Water,Wetland,Water,Wetland,Grassland
3581,Water,Water,Wetland,Water,Wetland,Wetland
3582,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
3583,Water,Water,Wetland,Water,Wetland,Bareland
3584,Water,Water,Wetland,Water,Wetland,Water
3585,Water,Water,Wetland,Water,Wetland,Forest
3586,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3587,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3588,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3589,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
3590,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3591,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
3592,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
3593,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3594,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3595,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3596,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
3597,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
3598,Water,Water,Bareland,NULL,Non_Wetland,Grassland
3599,Water,Water,Bareland,NULL,Non_Wetland,Wetland
3600,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3601,Water,Water,Bareland,NULL,Non_Wetland,Bareland
3602,Water,Water,Bareland,NULL,Non_Wetland,Water
3603,Water,Water,Bareland,NULL,Non_Wetland,Forest
3604,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
3605,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
3606,Water,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3607,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
3608,Water,Water,Bareland,Non_Water,Non_Wetland,Water
3609,Water,Water,Bareland,Water,Non_Wetland,Grassland
3610,Water,Water,Bareland,Water,Non_Wetland,Wetland
3611,Water,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3612,Water,Water,Bareland,Water,Non_Wetland,Bareland
3613,Water,Water,Bareland,Water,Non_Wetland,Water
3614,Water,Water,Built-up,NULL,Non_Wetland,Grassland
3615,Water,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3616,Water,Water,Built-up,NULL,Non_Wetland,Bareland
3617,Water,Water,Built-up,NULL,Non_Wetland,Water
3618,Water,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
3619,Water,Water,Built-up,Water,Non_Wetland,Bareland
3620,Water,Water,Built-up,Water,Non_Wetland,Water
3621,Water,Water,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
3622,Water,Water,Water,NULL,Water,Grassland
3623,Water,Water,Water,NULL,Water,Wetland
3624,Water,Water,Water,NULL,Water,Lichens_and_Mosses
3625,Water,Water,Water,NULL,Water,Bareland
3626,Water,Water,Water,NULL,Water,Water
3627,Water,Water,Water,NULL,Water,Forest
3628,Water,Water,Water,Non_Water,Water,Grassland
3629,Water,Water,Water,Non_Water,Water,Wetland
3630,Water,Water,Water,Non_Water,Water,Lichens_and_Mosses
3631,Water,Water,Water,Non_Water,Water,Bareland
3632,Water,Water,Water,Non_Water,Water,Water
3633,Water,Water,Water,Water,Water,Grassland
3634,Water,Water,Water,Water,Water,Wetland
3635,Water,Water,Water,Water,Water,Lichens_and_Mosses
3636,Water,Water,Water,Water,Water,Bareland
3637,Water,Water,Water,Water,Water,Water
3638,Water,Water,Water,Water,Water,Permanent_ice_and_snow
3639,Water,Water,Water,Water,Water,Forest
3640,Water,Water,Forest,NULL,Non_Wetland,Grassland
3641,Water,Water,Forest,NULL,Non_Wetland,Wetland
3642,Water,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3643,Water,Water,Forest,NULL,Non_Wetland,Water
3644,Water,Water,Forest,NULL,Non_Wetland,Forest
3645,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
3646,Water,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
3647,Water,Water,Forest,Non_Water,Non_Wetland,Water
3648,Water,Water,Forest,Water,Non_Wetland,Grassland
3649,Water,Water,Forest,Water,Non_Wetland,Wetland
3650,Water,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
3651,Water,Water,Forest,Water,Non_Wetland,Bareland
3652,Water,Water,Forest,Water,Non_Wetland,Water
3653,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
3654,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
3655,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
3656,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
3657,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
3658,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
3659,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
3660,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
3661,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
3662,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3663,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
3664,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
3665,Water,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
3666,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3667,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
3668,Water,Permanent_ice_and_snow,Water,NULL,Water,Grassland
3669,Water,Permanent_ice_and_snow,Water,NULL,Water,Wetland
3670,Water,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
3671,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
3672,Water,Permanent_ice_and_snow,Water,NULL,Water,Forest
3673,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
3674,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
3675,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
3676,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
3677,Water,Permanent_ice_and_snow,Water,Water,Water,Grassland
3678,Water,Permanent_ice_and_snow,Water,Water,Water,Wetland
3679,Water,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
3680,Water,Permanent_ice_and_snow,Water,Water,Water,Bareland
3681,Water,Permanent_ice_and_snow,Water,Water,Water,Water
3682,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
3683,Water,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
3684,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
3685,Water,Forest,Wetland,Water,Wetland,Water
3686,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
3687,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
3688,Water,Forest,Bareland,NULL,Non_Wetland,Water
3689,Water,Forest,Water,Non_Water,Water,Water
3690,Water,Forest,Water,Water,Water,Grassland
3691,Water,Forest,Water,Water,Water,Lichens_and_Mosses
3692,Water,Forest,Water,Water,Water,Water
3693,Water,Forest,Water,Water,Water,Forest
3694,Water,Forest,Forest,NULL,Non_Wetland,Grassland
3695,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
3696,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
3697,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
3698,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water
3699,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3700,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
3701,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
3702,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Lichens_and_Mosses
3703,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
3704,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
3705,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
3706,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
3707,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
3708,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
3709,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Lichens_and_Mosses
3710,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
3711,Permanent_ice_and_snow,Water,Water,Water,Water,Lichens_and_Mosses
3712,Permanent_ice_and_snow,Water,Water,Water,Water,Water
3713,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
3714,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
3715,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
3716,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland
3717,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
3718,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,Water
3719,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
3720,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
3721,Forest,NULL,NULL,NULL,Non_Wetland,Forest
3722,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
3723,Forest,NULL,NULL,Water,Non_Wetland,Wetland
3724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
3725,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
3726,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3727,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
3728,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
3729,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
3730,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
3731,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
3732,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
3733,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
3734,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
3735,Forest,NULL,Shrubland,Water,Non_Wetland,Water
3736,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
3737,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
3738,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3739,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
3740,Forest,NULL,Grassland,NULL,Non_Wetland,Water
3741,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
3742,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
3743,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
3744,Forest,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
3745,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
3746,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
3747,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
3748,Forest,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
3749,Forest,NULL,Grassland,Water,Non_Wetland,Water
3750,Forest,NULL,Grassland,Water,Non_Wetland,Forest
3751,Forest,NULL,Wetland,NULL,Wetland,Grassland
3752,Forest,NULL,Wetland,NULL,Wetland,Wetland
3753,Forest,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
3754,Forest,NULL,Wetland,NULL,Wetland,Bareland
3755,Forest,NULL,Wetland,NULL,Wetland,Water
3756,Forest,NULL,Wetland,NULL,Wetland,Forest
3757,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
3758,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
3759,Forest,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3760,Forest,NULL,Wetland,Non_Water,Wetland,Water
3761,Forest,NULL,Wetland,Non_Water,Wetland,Forest
3762,Forest,NULL,Wetland,Water,Wetland,Grassland
3763,Forest,NULL,Wetland,Water,Wetland,Wetland
3764,Forest,NULL,Wetland,Water,Wetland,Water
3765,Forest,NULL,Wetland,Water,Wetland,Forest
3766,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3767,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3768,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3769,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3770,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3771,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3772,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
3773,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
3774,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3775,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
3776,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
3777,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3778,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
3779,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
3780,Forest,NULL,Bareland,NULL,Non_Wetland,Water
3781,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
3782,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
3783,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
3784,Forest,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3785,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
3786,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
3787,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
3788,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
3789,Forest,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
3790,Forest,NULL,Bareland,Water,Non_Wetland,Water
3791,Forest,NULL,Bareland,Water,Non_Wetland,Forest
3792,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
3793,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
3794,Forest,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
3795,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
3796,Forest,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
3797,Forest,NULL,Water,NULL,Water,Grassland
3798,Forest,NULL,Water,NULL,Water,Wetland
3799,Forest,NULL,Water,NULL,Water,Water
3800,Forest,NULL,Water,NULL,Water,Forest
3801,Forest,NULL,Water,Non_Water,Water,Grassland
3802,Forest,NULL,Water,Non_Water,Water,Wetland
3803,Forest,NULL,Water,Non_Water,Water,Lichens_and_Mosses
3804,Forest,NULL,Water,Non_Water,Water,Water
3805,Forest,NULL,Water,Non_Water,Water,Forest
3806,Forest,NULL,Water,Water,Water,Grassland
3807,Forest,NULL,Water,Water,Water,Wetland
3808,Forest,NULL,Water,Water,Water,Lichens_and_Mosses
3809,Forest,NULL,Water,Water,Water,Water
3810,Forest,NULL,Water,Water,Water,Forest
3811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
3812,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
3813,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
3814,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
3815,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
3816,Forest,NULL,Forest,NULL,Non_Wetland,Water
3817,Forest,NULL,Forest,NULL,Non_Wetland,Forest
3818,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
3819,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
3820,Forest,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
3821,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
3822,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
3823,Forest,NULL,Forest,Water,Non_Wetland,Grassland
3824,Forest,NULL,Forest,Water,Non_Wetland,Wetland
3825,Forest,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
3826,Forest,NULL,Forest,Water,Non_Wetland,Bareland
3827,Forest,NULL,Forest,Water,Non_Wetland,Water
3828,Forest,NULL,Forest,Water,Non_Wetland,Forest
3829,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
3830,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
3831,Forest,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
3832,Forest,Wetland,NULL,NULL,Non_Wetland,Water
3833,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
3834,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
3835,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water
3836,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
3837,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
3838,Forest,Wetland,NULL,Water,Non_Wetland,Water
3839,Forest,Wetland,NULL,Water,Non_Wetland,Forest
3840,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
3841,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
3842,Forest,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
3843,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
3844,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
3845,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
3846,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
3847,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
3848,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
3849,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
3850,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
3851,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
3852,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
3853,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
3854,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
3855,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
3856,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
3857,Forest,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
3858,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
3859,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
3860,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
3861,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
3862,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
3863,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
3864,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
3865,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
3866,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
3867,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
3868,Forest,Wetland,Grassland,Water,Non_Wetland,Water
3869,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
3870,Forest,Wetland,Wetland,NULL,Wetland,Grassland
3871,Forest,Wetland,Wetland,NULL,Wetland,Wetland
3872,Forest,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
3873,Forest,Wetland,Wetland,NULL,Wetland,Bareland
3874,Forest,Wetland,Wetland,NULL,Wetland,Water
3875,Forest,Wetland,Wetland,NULL,Wetland,Forest
3876,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
3877,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
3878,Forest,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
3879,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
3880,Forest,Wetland,Wetland,Non_Water,Wetland,Water
3881,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
3882,Forest,Wetland,Wetland,Water,Wetland,Grassland
3883,Forest,Wetland,Wetland,Water,Wetland,Wetland
3884,Forest,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
3885,Forest,Wetland,Wetland,Water,Wetland,Bareland
3886,Forest,Wetland,Wetland,Water,Wetland,Water
3887,Forest,Wetland,Wetland,Water,Wetland,Forest
3888,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3889,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3890,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
3891,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
3892,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3893,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3894,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3895,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3896,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
3897,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
3898,Forest,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
3899,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
3900,Forest,Wetland,Bareland,NULL,Non_Wetland,Built-up
3901,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
3902,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
3903,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
3904,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
3905,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
3906,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
3907,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
3908,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
3909,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
